uniqueid,Divorce_date,Date_of_marriage,Age_partner_man,Marriage_duration,Type_of_divorce,Num_Children,DOB_partner_man,Level_of_education_partner_man,year_of_marriage,year_of_DOB,year_of_Divorse,month_of_DOB,day_of_DOB,DONE,dayun,man時干,man時支,man日干,man日支,man月干,man月支,man年干,man年支,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,man流年大運天地合,man流年大運伏吟,當令,man大運天干十神,man大運地支十神,man大運財透干,man大運財得地,man年干十神,man年支十神,man月干十神,man月支十神,年月有多少財,年月有多少官,本命日支六合,本命日支三合,本命日支被三合或六合,日支大運六合,日支大運三合,日支被大運三合或六合,流年之前日支被合,marriage_age,marri_age_group,man大運財透干2,man大運財得地2,man大運日支六沖,man大運日支六合,man大運日干五合,man大運日柱天地合,man財透干2,man財得地2,man流年大運地支伏吟
4310,2006-12-29,2003-08-12,21.0,3.0,Voluntario,,1985-03-04,SECUNDARIA,2003,1985,2006,3,4,1,丁丑,庚,子,壬,寅,戊,寅,乙,丑,癸未,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,False,False,0,正財,正官,True,False,傷官,正官,七殺,食神,0,2,no,no,no,no,no,no,no,18,0-20,True,False,False,False,True,False,False,False,False
4311,2008-12-29,1977-05-18,57.0,31.0,Necesario,2.0,1951-12-16,PRIMARIA,1977,1951,2008,12,16,1,丁酉,丙,子,庚,寅,庚,子,辛,卯,丁巳,False,False,False,正官,正官,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正官,劫財,False,False,劫財,正財,比肩,傷官,1,0,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
4312,2001-01-30,1992-08-22,35.0,8.0,Voluntario,1.0,1966-01-20,PROFESIONAL,1992,1966,2001,1,20,1,丙戌,甲,子,己,卯,己,丑,乙,巳,壬申,False,False,False,正財,傷官,True,False,False,False,False,日支剋日干,False,False,True,False,False,1,正印,劫財,False,False,七殺,偏印,比肩,比肩,0,1,no,no,no,yes,no,no,no,26,21-30,False,False,False,True,False,False,True,False,False
4313,2001-01-30,1998-10-07,33.0,2.0,Voluntario,,1967-06-03,PREPARATORIA,1998,1967,2001,6,3,1,壬寅,壬,子,戊,戌,乙,巳,丁,未,戊寅,False,False,False,比肩,七殺,False,False,False,False,False,比和,True,False,False,False,False,0,偏財,七殺,True,False,正印,劫財,正官,正印,0,1,no,no,no,no,no,no,no,31,21-30,True,False,False,False,False,False,False,False,True
4314,2001-01-30,1999-07-31,22.0,1.0,Voluntario,,1978-05-08,SECUNDARIA,1999,1978,2001,5,8,1,己未,丙,子,庚,午,丁,巳,戊,午,己卯,False,False,False,正印,正財,False,True,False,False,False,日支剋日干,False,False,False,False,False,0,正印,正印,False,False,偏印,七殺,正官,正官,0,3,no,no,no,yes,no,no,no,21,0-20,False,False,False,True,False,False,False,True,False
4315,2002-01-30,1975-07-02,48.0,26.0,Voluntario,,1953-06-15,PREPARATORIA,1975,1953,2002,6,15,1,丙辰,庚,子,丁,酉,戊,午,癸,巳,乙卯,False,True,False,偏印,偏印,False,False,False,False,False,日干剋日支,False,False,False,False,False,1,劫財,傷官,False,False,七殺,比肩,傷官,劫財,0,1,no,no,no,yes,no,no,no,22,21-30,False,False,False,True,False,False,False,False,False
4316,2002-01-30,1998-02-14,27.0,3.0,Voluntario,,1974-11-11,PROFESIONAL,1998,1974,2002,11,11,1,丁丑,戊,子,丙,辰,乙,亥,甲,寅,戊寅,False,False,False,食神,偏印,False,False,False,False,False,日干生日支,False,True,False,False,False,0,劫財,傷官,False,False,偏印,偏印,正印,七殺,0,1,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
4317,2002-01-30,1995-09-14,28.0,6.0,Voluntario,1.0,1973-06-16,SECUNDARIA,1995,1973,2002,6,16,1,丙辰,壬,子,癸,未,戊,午,癸,丑,乙亥,False,False,False,食神,劫財,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,正財,正官,True,False,比肩,七殺,正官,正財,1,2,yes,no,yes,no,no,no,yes,22,21-30,True,False,False,False,False,False,False,False,False
4318,2003-01-30,1996-08-16,29.0,4.0,Voluntario,,1974-01-05,PREPARATORIA,1996,1974,2003,1,5,1,壬戌,戊,子,丙,午,甲,子,癸,丑,丙子,False,True,False,比肩,正官,False,False,False,False,False,比和,False,False,False,False,False,0,七殺,食神,False,False,正官,傷官,偏印,正官,0,2,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,False,False,False
4319,2003-01-30,2001-04-20,43.0,1.0,Voluntario,,1959-07-27,PROFESIONAL,2001,1959,2003,7,27,1,丁卯,丙,子,庚,戌,辛,未,己,亥,辛巳,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正官,正財,False,True,正印,食神,劫財,正印,0,0,no,no,no,yes,no,no,no,42,41-50,False,True,False,True,False,False,False,False,False
4320,2004-01-30,1971-08-07,56.0,32.0,Voluntario,2.0,1947-10-10,PROFESIONAL,1971,1947,2004,10,10,1,丁未,庚,子,壬,戌,庚,戌,丁,亥,辛亥,False,False,False,正印,比肩,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,正財,正官,True,False,正財,比肩,偏印,七殺,1,1,no,no,no,no,no,no,no,24,21-30,True,False,False,False,True,False,False,False,False
4321,2006-01-30,1980-12-26,47.0,26.0,Necesario,2.0,1958-09-01,PRIMARIA,1980,1958,2006,9,1,1,壬戌,戊,子,辛,巳,庚,申,戊,戌,庚申,False,False,True,劫財,劫財,False,False,False,False,False,日支剋日干,False,False,False,False,False,1,傷官,正印,False,False,正印,正印,劫財,劫財,0,0,yes,no,yes,no,no,no,yes,22,21-30,False,False,False,False,False,False,False,False,False
4322,2009-01-30,1987-05-07,51.0,21.0,Necesario,3.0,1957-03-16,PRIMARIA,1987,1957,2009,3,16,1,庚子,庚,子,丁,亥,癸,卯,丁,酉,丁卯,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,正財,七殺,True,False,比肩,偏財,七殺,偏印,1,1,no,no,no,no,no,no,no,30,21-30,True,False,False,False,False,False,False,False,False
4323,2009-01-30,1999-02-08,45.0,10.0,Necesario,1.0,1963-07-10,PREPARATORIA,1999,1963,2009,7,10,1,乙卯,甲,子,甲,寅,己,未,癸,卯,己卯,False,False,False,正財,劫財,True,False,True,False,False,比和,False,True,False,False,False,0,劫財,劫財,False,False,正印,劫財,正財,正財,2,0,no,no,no,no,no,no,no,36,31-40,False,False,False,False,False,False,True,False,True
4324,2013-01-30,1998-11-10,34.0,14.0,Necesario,1.0,1978-11-27,PREPARATORIA,1998,1978,2013,11,27,1,乙丑,壬,子,癸,巳,癸,亥,戊,午,戊寅,False,False,False,正官,傷官,False,False,True,False,False,日干剋日支,False,False,False,False,False,1,食神,七殺,False,False,正官,正財,比肩,劫財,1,1,no,no,no,no,no,no,no,20,0-20,False,False,False,False,False,False,False,False,False
4325,2014-01-30,2005-07-30,38.0,3.0,Necesario,1.0,1975-08-02,PROFESIONAL,2005,1975,2014,8,2,1,庚辰,丙,子,庚,辰,癸,未,乙,卯,乙酉,False,False,True,正財,劫財,True,False,True,True,False,日支生日干,False,False,False,True,False,0,比肩,偏印,False,False,正財,正財,傷官,正印,2,0,no,no,no,no,no,no,no,30,21-30,False,False,False,False,False,False,True,False,False
4326,2001-03-30,1975-11-26,48.0,25.0,Voluntario,3.0,1952-09-05,PRIMARIA,1975,1952,2001,9,5,1,辛亥,甲,子,甲,寅,戊,申,壬,辰,乙卯,False,False,False,劫財,劫財,False,False,False,False,False,比和,False,True,False,False,False,0,正官,偏印,False,False,偏印,偏財,偏財,七殺,2,1,no,no,no,yes,no,no,no,23,21-30,False,False,False,True,False,False,False,False,False
4327,2004-03-30,2000-12-02,30.0,3.0,Voluntario,,1973-07-04,PROFESIONAL,2000,1973,2004,7,4,1,丙辰,戊,子,辛,丑,戊,午,癸,丑,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正官,正印,False,False,食神,偏印,正印,正官,0,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,True,False,False,False,True
4328,2006-03-30,1963-08-14,66.0,42.0,Necesario,4.0,1939-04-02,PRIMARIA,1963,1939,2006,4,2,1,乙丑,甲,子,己,巳,丁,卯,己,卯,癸卯,False,False,False,偏財,七殺,True,False,False,False,False,日支生日干,False,False,False,False,False,0,七殺,比肩,False,False,比肩,七殺,偏印,七殺,0,2,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,True,False,False
4329,2007-03-30,2000-03-25,32.0,7.0,Necesario,2.0,1974-05-26,PREPARATORIA,2000,1974,2007,5,26,1,壬申,庚,子,丁,卯,己,巳,甲,寅,庚辰,False,False,False,正財,傷官,True,False,False,False,False,日支生日干,False,True,False,False,False,1,正官,正財,False,True,正印,正印,食神,比肩,0,0,no,no,no,no,no,no,no,26,21-30,False,True,False,False,True,False,True,False,False
4330,2007-03-30,1994-05-06,39.0,12.0,Necesario,2.0,1967-04-14,PROFESIONAL,1994,1967,2007,4,14,1,辛丑,壬,子,戊,申,甲,辰,丁,未,甲戌,False,False,False,七殺,比肩,False,False,False,False,False,日干生日支,False,True,False,False,False,1,傷官,劫財,False,False,正印,劫財,七殺,比肩,0,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
4331,2009-03-30,1995-03-11,38.0,7.0,Necesario,2.0,1970-08-23,PROFESIONAL,1995,1970,2009,8,23,1,丁亥,丙,子,乙,亥,甲,申,庚,戌,乙亥,True,False,False,比肩,正印,False,False,False,False,False,日支生日干,False,False,False,False,False,0,食神,正印,False,False,正官,正財,劫財,正官,1,2,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,True
4332,2009-03-30,2007-12-10,22.0,1.0,Voluntario,,1986-05-02,PROFESIONAL,2007,1986,2009,5,2,1,乙未,戊,子,丙,午,壬,辰,丙,寅,丁亥,False,False,False,劫財,七殺,False,False,False,False,False,比和,False,False,True,False,False,0,正印,傷官,False,False,比肩,偏印,七殺,食神,0,1,no,no,no,yes,no,no,no,21,0-20,False,False,False,True,False,False,False,False,False
4333,2009-03-30,2000-10-13,25.0,5.0,Necesario,1.0,1983-10-22,PROFESIONAL,2000,1983,2009,10,22,1,庚申,壬,子,癸,未,壬,戌,癸,亥,庚辰,False,False,False,正印,正官,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,正印,正印,False,False,比肩,劫財,劫財,正官,0,1,no,no,no,no,no,no,no,17,0-20,False,False,False,False,False,False,False,False,False
4334,2010-03-30,2005-05-27,36.0,4.0,Necesario,1.0,1973-05-09,PROFESIONAL,2005,1973,2010,5,9,1,癸丑,丙,子,乙,巳,丁,巳,癸,丑,乙酉,False,False,False,比肩,七殺,False,False,False,False,False,日干生日支,True,False,True,False,False,0,偏印,偏財,False,True,偏印,偏財,食神,食神,1,0,no,no,no,no,no,no,no,32,31-40,False,True,False,False,False,False,False,False,False
4335,2010-03-30,1976-12-10,62.0,13.0,Necesario,1.0,1947-09-30,PROFESIONAL,1976,1947,2010,9,30,1,丙午,庚,子,壬,子,己,酉,丁,亥,丙辰,False,False,False,偏財,七殺,True,False,False,False,False,比和,True,False,False,False,False,0,偏財,偏財,True,True,正財,比肩,正官,正印,1,1,no,no,no,no,no,no,no,29,21-30,True,True,True,False,False,False,True,False,False
4336,2011-03-30,1980-12-06,58.0,30.0,Necesario,2.0,1952-09-20,PROFESIONAL,1980,1952,2011,9,20,1,壬子,甲,子,己,巳,己,酉,壬,辰,庚申,False,False,True,傷官,傷官,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正財,偏財,True,True,正財,劫財,比肩,食神,1,0,no,no,no,no,no,no,no,28,21-30,True,True,False,False,False,False,False,False,False
4337,2011-03-30,2004-08-05,27.0,6.0,Necesario,2.0,1984-02-24,SECUNDARIA,2004,1984,2011,2,24,1,戊辰,壬,子,戊,子,丙,寅,甲,子,甲申,False,False,False,七殺,食神,False,False,False,False,False,日干剋日支,True,False,False,False,False,0,比肩,比肩,False,False,七殺,正財,偏印,七殺,1,2,no,no,no,no,no,no,no,20,0-20,False,False,False,False,False,False,False,False,False
4338,2011-03-30,2005-01-14,40.0,6.0,Necesario,1.0,1971-01-29,,2005,1971,2011,1,29,1,癸巳,甲,子,甲,寅,己,丑,庚,戌,乙酉,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,False,False,0,正印,傷官,False,False,七殺,偏財,正財,正財,3,1,no,no,no,no,no,no,no,34,31-40,False,False,False,False,False,False,False,False,False
4339,2012-03-30,1998-05-30,41.0,13.0,Necesario,2.0,1971-02-20,,1998,1971,2012,2,20,1,丁亥,戊,子,丙,子,庚,寅,辛,亥,戊寅,False,False,False,食神,偏印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,劫財,七殺,False,False,正財,七殺,偏財,偏印,2,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
4340,2015-03-30,2007-12-22,34.0,8.0,Voluntario,,1980-03-31,PROFESIONAL,2007,1980,2015,3,31,1,壬午,壬,子,癸,卯,己,卯,庚,申,丁亥,False,False,False,偏財,劫財,True,False,False,False,False,日干生日支,True,False,False,False,False,0,劫財,正財,False,True,正印,正印,七殺,食神,0,1,no,no,no,no,no,no,no,27,21-30,False,True,False,False,False,False,True,False,False
4341,2015-03-30,1989-11-13,45.0,5.0,Voluntario,2.0,1969-12-15,SECUNDARIA,1989,1969,2015,12,15,1,甲戌,甲,子,甲,子,丙,子,己,酉,己巳,False,False,False,正財,傷官,True,False,True,False,False,日支生日干,False,False,True,False,False,0,比肩,偏財,False,True,正財,正官,食神,正印,1,1,no,no,no,no,no,no,no,20,0-20,False,True,False,False,False,False,True,False,False
4342,2015-03-30,2012-12-07,29.0,2.0,Voluntario,,1985-11-30,PROFESIONAL,2012,1985,2015,11,30,1,甲申,壬,子,癸,酉,丁,亥,乙,丑,壬辰,False,False,True,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,False,False,1,傷官,正印,False,False,食神,七殺,偏財,劫財,1,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
4343,2002-04-30,1977-11-17,48.0,24.0,Voluntario,4.0,1953-08-23,PRIMARIA,1977,1953,2002,8,23,1,戊午,戊,子,丙,午,庚,申,癸,巳,丁巳,False,False,False,劫財,劫財,False,False,False,False,False,比和,False,True,False,False,False,0,食神,比肩,False,False,正官,劫財,偏財,偏財,2,1,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
4344,2002-04-30,1987-02-23,56.0,15.0,Voluntario,1.0,1946-03-08,PREPARATORIA,1987,1946,2002,3,8,1,乙未,戊,子,辛,巳,辛,卯,丙,戌,丁卯,False,False,False,七殺,偏財,False,True,False,False,False,日支剋日干,False,False,False,False,False,0,偏財,偏印,True,False,正官,正印,比肩,偏財,1,1,no,no,no,no,no,no,no,41,31-40,True,False,False,False,False,False,False,True,False
4345,2004-04-30,1982-05-14,71.0,21.0,Voluntario,3.0,1932-05-28,PRIMARIA,1982,1932,2004,5,28,1,庚戌,甲,子,己,丑,乙,巳,壬,申,壬戌,False,False,False,正財,劫財,True,False,False,False,False,比和,False,False,False,False,False,0,傷官,劫財,False,False,正財,傷官,七殺,偏印,1,1,no,no,no,no,no,no,no,50,41-50,False,False,False,False,False,False,True,False,True
4346,2004-04-30,1990-07-14,42.0,13.0,Voluntario,2.0,1961-11-06,PROFESIONAL,1990,1961,2004,11,6,1,乙未,壬,子,癸,卯,戊,戌,辛,丑,庚午,False,False,False,正印,正財,False,True,False,False,False,日干生日支,False,False,False,True,False,0,食神,七殺,False,False,偏印,七殺,正官,正官,0,3,yes,no,yes,no,no,no,yes,29,21-30,False,False,False,False,False,False,False,True,False
4347,2004-04-30,1997-09-27,30.0,6.0,Voluntario,2.0,1973-11-27,SECUNDARIA,1997,1973,2004,11,27,1,辛酉,庚,子,丁,卯,癸,亥,癸,丑,丁丑,False,False,False,比肩,食神,False,False,False,False,False,日支生日干,False,False,False,False,False,0,偏財,偏財,True,True,七殺,食神,七殺,正官,0,3,no,no,no,no,no,no,no,24,21-30,True,True,True,False,False,False,False,False,False
4348,2007-04-30,1992-12-26,31.0,15.0,Necesario,2.0,1975-08-11,SECUNDARIA,1992,1975,2007,8,11,1,壬午,甲,子,己,丑,甲,申,乙,卯,壬申,False,False,False,正財,傷官,True,False,False,False,False,比和,False,False,False,False,False,0,正財,正印,True,False,七殺,七殺,正官,傷官,0,3,no,no,no,no,no,no,no,17,0-20,True,False,False,False,False,False,True,False,False
4349,2007-04-30,1992-06-20,41.0,15.0,Necesario,1.0,1966-01-06,SECUNDARIA,1992,1966,2007,1,6,1,丙戌,丙,子,乙,丑,戊,子,乙,巳,壬申,False,False,False,正印,正官,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,傷官,正財,False,True,比肩,食神,正財,偏印,1,0,yes,no,yes,no,no,no,yes,26,21-30,False,True,False,False,False,False,False,False,False
4350,2007-04-30,1989-07-03,43.0,16.0,Necesario,2.0,1964-01-28,PROFESIONAL,1989,1964,2007,1,28,1,癸亥,戊,子,丙,子,乙,丑,癸,卯,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日支剋日干,False,False,True,False,False,0,正官,七殺,False,False,正官,正印,正印,傷官,0,1,yes,no,yes,no,no,no,yes,25,21-30,False,False,False,False,False,False,False,False,False
4351,2008-04-30,1987-02-28,49.0,20.0,Necesario,2.0,1958-11-21,PROFESIONAL,1987,1958,2008,11,21,1,丙寅,庚,子,壬,寅,癸,亥,戊,戌,丁卯,False,False,False,正財,傷官,True,False,True,False,False,日干生日支,False,True,False,False,False,1,偏財,食神,True,False,七殺,七殺,劫財,比肩,0,2,yes,no,yes,no,no,no,yes,29,21-30,True,False,False,False,False,False,True,False,False
4352,2008-04-30,2002-08-24,33.0,5.0,Voluntario,,1974-08-23,PROFESIONAL,2002,1974,2008,8,23,1,乙亥,戊,子,丙,申,壬,申,甲,寅,壬午,False,False,False,七殺,比肩,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正印,七殺,False,False,偏印,偏印,七殺,偏財,1,1,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
4353,2010-04-30,2002-12-20,35.0,7.0,Necesario,1.0,1974-08-16,PROFESIONAL,2002,1974,2010,8,16,1,乙亥,甲,子,己,丑,壬,申,甲,寅,壬午,False,False,False,正財,正印,True,False,False,False,False,比和,False,False,False,False,False,0,七殺,正財,False,True,正官,正官,正財,傷官,1,2,no,no,no,no,no,no,no,28,21-30,False,True,False,False,False,False,True,False,False
4354,2010-04-30,2008-02-12,41.0,2.0,Voluntario,,1969-02-25,PRIMARIA,2008,1969,2010,2,25,1,壬戌,戊,子,辛,未,丙,寅,己,酉,戊子,False,False,False,正印,食神,False,False,False,False,False,日支生日干,False,False,False,False,False,0,傷官,正印,False,False,偏印,比肩,正官,正財,1,1,no,no,no,no,no,no,no,39,31-40,False,False,False,False,False,False,False,False,False
4355,2012-04-30,2007-03-02,27.0,5.0,Voluntario,,1984-09-14,PROFESIONAL,2007,1984,2012,9,14,1,乙亥,戊,子,辛,亥,癸,酉,甲,子,丁亥,True,False,False,七殺,傷官,False,False,False,False,False,日干生日支,False,False,False,False,False,1,偏財,傷官,True,False,正財,食神,食神,比肩,1,0,no,no,no,no,no,no,no,23,21-30,True,False,False,False,False,False,False,False,True
4356,2014-04-30,2012-08-17,57.0,1.0,Voluntario,,1956-08-27,PROFESIONAL,2012,1956,2014,8,27,1,壬寅,戊,子,丙,寅,丙,申,丙,申,壬辰,False,False,False,七殺,食神,False,False,False,False,False,日支生日干,False,True,False,False,False,0,七殺,偏印,False,False,比肩,偏財,比肩,偏財,2,0,no,no,no,no,no,no,no,56,51+,False,False,False,False,False,False,False,False,False
4357,2014-04-30,2006-10-19,33.0,2.0,Necesario,1.0,1980-09-27,PROFESIONAL,2006,1980,2014,9,27,1,戊子,壬,子,癸,卯,乙,酉,庚,申,丙戌,False,False,True,正財,正官,True,False,False,False,False,日干生日支,False,False,False,False,False,0,正官,比肩,False,False,正印,正印,食神,偏印,0,0,no,no,no,no,no,no,no,26,21-30,False,False,False,False,True,False,True,False,False
4358,2000-05-30,1998-02-14,29.0,2.0,Voluntario,,1970-10-25,PROFESIONAL,1998,1970,2000,10,25,1,己丑,壬,子,戊,寅,丙,戌,庚,戌,戊寅,True,False,False,比肩,七殺,False,False,False,False,False,日支剋日干,False,False,False,False,False,1,劫財,劫財,False,False,食神,比肩,偏印,比肩,0,0,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
4359,2000-05-30,1993-04-12,32.0,7.0,Voluntario,1.0,1967-09-25,PREPARATORIA,1993,1967,2000,9,25,1,丙午,庚,子,壬,辰,己,酉,丁,未,癸酉,False,False,True,劫財,正印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,偏財,偏財,True,True,正財,正官,正官,正印,1,2,yes,no,yes,no,no,no,yes,26,21-30,True,True,False,False,False,False,False,False,False
