uniqueid,Age_partner_man,DOB_partner_man,bazi_man,Marriage_duration,man日干,year_of_marriage,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,countScore
2293,62.0,1949-06-10,"['己', '丑', '庚', '午', '辛', '未', '戊', '子']",12.0,辛,2000,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日支生日干,False,False,False,0
2294,43.0,1956-07-25,"['丙', '申', '乙', '未', '癸', '巳', '壬', '子']",25.0,癸,1974,甲寅,False,False,False,傷官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2298,30.0,1974-08-17,"['甲', '寅', '壬', '申', '庚', '寅', '丙', '子']",11.0,庚,1996,丙子,False,False,False,七殺,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2301,43.0,1965-07-02,"['乙', '巳', '壬', '午', '丁', '巳', '庚', '子']",13.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,比和,False,False,False,0
2304,35.0,1975-08-04,"['乙', '卯', '癸', '未', '壬', '午', '庚', '子']",7.0,壬,2004,甲申,False,False,False,食神,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
2306,29.0,1971-07-27,"['辛', '亥', '乙', '未', '癸', '丑', '壬', '子']",2.0,癸,1999,己卯,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,False,False,False,0
2307,49.0,1952-01-18,"['辛', '卯', '辛', '丑', '癸', '亥', '壬', '子']",19.0,癸,1982,壬戌,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,0
2317,55.0,1951-11-14,"['辛', '卯', '己', '亥', '戊', '午', '壬', '子']",7.0,戊,2000,庚辰,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,False,False,0
2323,54.0,1959-08-13,"['己', '亥', '壬', '申', '丁', '卯', '庚', '子']",30.0,丁,1984,甲子,False,False,False,正印,七殺,False,False,False,False,False,日支生日干,False,False,False,0
2326,54.0,1946-05-17,"['丙', '戌', '癸', '巳', '辛', '卯', '戊', '子']",27.0,辛,1972,壬子,False,False,False,傷官,食神,False,False,False,False,False,日干剋日支,False,False,False,0
2329,31.0,1975-02-22,"['乙', '卯', '戊', '寅', '己', '亥', '甲', '子']",5.0,己,2000,庚辰,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
2332,52.0,1958-10-18,"['戊', '戌', '壬', '戌', '戊', '辰', '壬', '子']",22.0,戊,1989,己巳,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
2339,59.0,1943-02-28,"['癸', '未', '甲', '寅', '丁', '巳', '庚', '子']",25.0,丁,1976,丙辰,False,False,False,劫財,傷官,False,False,False,False,False,比和,False,False,False,0
2340,54.0,1948-02-25,"['戊', '子', '甲', '寅', '庚', '辰', '丙', '子']",29.0,庚,1973,癸丑,False,False,False,傷官,正印,False,False,False,False,False,日支生日干,False,False,False,0
2351,53.0,1959-12-03,"['己', '亥', '乙', '亥', '己', '未', '甲', '子']",32.0,己,1981,辛酉,False,False,False,食神,食神,False,False,False,False,False,比和,False,False,False,0
2366,48.0,1961-02-19,"['辛', '丑', '庚', '寅', '癸', '未', '壬', '子']",27.0,癸,1982,壬戌,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,0
2372,36.0,1975-08-24,"['乙', '卯', '甲', '申', '壬', '寅', '庚', '子']",19.0,壬,1993,癸酉,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,0
2376,31.0,1974-04-05,"['甲', '寅', '戊', '辰', '丙', '子', '戊', '子']",,丙,1999,己卯,False,False,False,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2379,34.0,1977-05-01,"['丁', '巳', '甲', '辰', '戊', '午', '壬', '子']",5.0,戊,2005,乙酉,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,0
2381,26.0,1988-02-20,"['戊', '辰', '甲', '寅', '乙', '巳', '丙', '子']",3.0,乙,2011,辛卯,False,False,False,七殺,比肩,False,False,False,False,False,日干生日支,False,False,False,0
2383,46.0,1960-03-03,"['庚', '子', '戊', '寅', '庚', '寅', '丙', '子']",13.0,庚,1993,癸酉,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
2387,43.0,1964-11-24,"['甲', '辰', '乙', '亥', '丁', '丑', '庚', '子']",21.0,丁,1986,丙寅,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,0
2388,32.0,1976-05-26,"['丙', '辰', '癸', '巳', '戊', '寅', '壬', '子']",8.0,戊,1997,丁丑,False,False,False,正印,劫財,False,False,False,False,False,日支剋日干,False,False,False,0
2394,35.0,1975-08-26,"['乙', '卯', '甲', '申', '甲', '辰', '甲', '子']",6.0,甲,2002,壬午,False,False,False,偏印,食神,False,False,False,False,False,日干剋日支,False,False,False,0
2395,41.0,1969-04-26,"['己', '酉', '戊', '辰', '辛', '未', '戊', '子']",17.0,辛,1993,癸酉,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,False,False,0
2397,47.0,1954-10-02,"['甲', '午', '癸', '酉', '辛', '卯', '戊', '子']",23.0,辛,1978,戊午,False,False,False,正印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
2399,45.0,1961-08-02,"['辛', '丑', '乙', '未', '丁', '卯', '庚', '子']",11.0,丁,1989,己巳,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,False,False,0
2400,43.0,1964-01-29,"['癸', '卯', '乙', '丑', '丁', '丑', '庚', '子']",16.0,丁,1986,丙寅,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,0
2401,29.0,1983-06-27,"['癸', '亥', '戊', '午', '丙', '戌', '戊', '子']",3.0,丙,2009,己丑,False,False,False,傷官,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2403,67.0,1945-12-16,"['乙', '酉', '戊', '子', '己', '未', '甲', '子']",38.0,己,1976,丙辰,False,False,False,正印,劫財,False,False,False,False,False,比和,False,False,False,0
2411,27.0,1982-11-17,"['壬', '戌', '辛', '亥', '甲', '辰', '甲', '子']",2.0,甲,2007,丁亥,False,False,False,傷官,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
2412,58.0,1952-12-06,"['壬', '辰', '辛', '亥', '丙', '戌', '戊', '子']",8.0,丙,2003,癸未,False,False,False,正官,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2420,45.0,1963-09-22,"['癸', '卯', '辛', '酉', '戊', '辰', '壬', '子']",24.0,戊,1985,乙丑,False,False,False,正官,劫財,False,False,False,False,False,比和,False,False,False,0
2424,29.0,1971-06-21,"['辛', '亥', '甲', '午', '丁', '丑', '庚', '子']",6.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2438,37.0,1970-11-05,"['庚', '戌', '丙', '戌', '己', '丑', '甲', '子']",7.0,己,2000,庚辰,False,False,False,傷官,劫財,False,False,False,False,False,比和,False,False,False,0
2441,72.0,1940-09-17,"['庚', '辰', '乙', '酉', '癸', '亥', '壬', '子']",21.0,癸,1992,壬申,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
2446,36.0,1965-08-17,"['乙', '巳', '甲', '申', '癸', '卯', '壬', '子']",16.0,癸,1985,乙丑,False,False,False,食神,七殺,False,False,False,False,False,日干生日支,False,False,False,0
2452,45.0,1966-03-10,"['丙', '午', '辛', '卯', '戊', '辰', '壬', '子']",20.0,戊,1989,己巳,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
2455,32.0,1969-01-11,"['戊', '申', '乙', '丑', '丙', '戌', '戊', '子']",6.0,丙,1995,乙亥,False,False,False,正印,七殺,False,False,False,False,False,日干生日支,False,False,False,0
2467,50.0,1958-03-04,"['戊', '戌', '甲', '寅', '庚', '辰', '丙', '子']",25.0,庚,1983,癸亥,False,False,False,傷官,食神,False,False,False,False,False,日支生日干,False,False,False,0
2483,33.0,1977-11-24,"['丁', '巳', '辛', '亥', '乙', '酉', '丙', '子']",9.0,乙,2002,壬午,False,False,False,正印,傷官,False,False,False,False,False,日支剋日干,False,False,False,0
2484,28.0,1983-01-14,"['壬', '戌', '癸', '丑', '壬', '寅', '庚', '子']",2.0,壬,2009,己丑,False,False,False,正官,正官,False,False,False,False,False,日干生日支,False,False,False,0
2488,30.0,1982-05-14,"['壬', '戌', '乙', '巳', '丁', '酉', '庚', '子']",3.0,丁,2008,戊子,False,False,False,傷官,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2490,52.0,1953-05-09,"['癸', '巳', '丁', '巳', '庚', '申', '丙', '子']",31.0,庚,1973,癸丑,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
2495,35.0,1974-08-01,"['甲', '寅', '辛', '未', '甲', '戌', '甲', '子']",5.0,甲,2001,辛巳,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2496,68.0,1942-01-27,"['辛', '巳', '辛', '丑', '庚', '辰', '丙', '子']",31.0,庚,1979,己未,False,False,False,正印,正印,False,False,False,False,False,日支生日干,False,False,False,0
2506,36.0,1968-05-21,"['戊', '申', '丁', '巳', '辛', '卯', '戊', '子']",15.0,辛,1989,己巳,False,False,False,偏印,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2507,31.0,1973-11-16,"['癸', '丑', '癸', '亥', '丙', '辰', '戊', '子']",7.0,丙,1997,丁丑,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2511,35.0,1972-04-06,"['壬', '子', '甲', '辰', '丁', '卯', '庚', '子']",18.0,丁,1989,己巳,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,False,False,0
2513,23.0,1983-11-26,"['癸', '亥', '癸', '亥', '戊', '午', '壬', '子']",2.0,戊,2005,乙酉,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,0
2517,22.0,1987-06-14,"['丁', '卯', '丙', '午', '甲', '午', '甲', '子']",4.0,甲,2005,乙酉,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,0
2519,35.0,1975-01-14,"['甲', '寅', '丁', '丑', '庚', '申', '丙', '子']",13.0,庚,1997,丁丑,False,False,False,正官,正印,False,False,False,False,False,比和,False,False,False,0
2520,45.0,1965-04-28,"['乙', '巳', '庚', '辰', '壬', '子', '庚', '子']",16.0,壬,1994,甲戌,False,False,False,食神,七殺,False,False,False,False,False,比和,False,False,False,0
2523,37.0,1973-09-10,"['癸', '丑', '辛', '酉', '己', '酉', '甲', '子']",12.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,0
2531,61.0,1940-08-23,"['庚', '辰', '甲', '申', '戊', '戌', '壬', '子']",10.0,戊,1991,辛未,False,False,False,傷官,劫財,False,False,False,False,False,比和,False,False,False,0
2533,44.0,1962-01-06,"['辛', '丑', '辛', '丑', '甲', '辰', '甲', '子']",15.0,甲,1990,庚午,False,False,False,七殺,食神,False,False,False,False,False,日干剋日支,False,False,False,0
2535,31.0,1974-02-26,"['甲', '寅', '丙', '寅', '戊', '戌', '壬', '子']",3.0,戊,2001,辛巳,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
2543,35.0,1968-08-26,"['戊', '申', '庚', '申', '戊', '辰', '壬', '子']",6.0,戊,1997,丁丑,False,False,False,正印,劫財,False,False,False,False,False,比和,False,False,False,0
2544,34.0,1970-04-07,"['庚', '戌', '庚', '辰', '丁', '巳', '庚', '子']",16.0,丁,1988,戊辰,False,False,False,傷官,傷官,False,False,False,False,False,比和,False,False,False,0
2550,38.0,1971-05-22,"['辛', '亥', '癸', '巳', '丁', '未', '庚', '子']",3.0,丁,2006,丙戌,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2552,41.0,1969-03-30,"['己', '酉', '丁', '卯', '甲', '辰', '甲', '子']",9.0,甲,2001,辛巳,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2556,37.0,1975-09-13,"['乙', '卯', '乙', '酉', '壬', '戌', '庚', '子']",10.0,壬,2003,癸未,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,0
2559,30.0,1983-09-27,"['癸', '亥', '辛', '酉', '戊', '午', '壬', '子']",2.0,戊,2011,辛卯,False,False,False,傷官,正官,False,False,False,False,False,日支生日干,False,False,False,0
2563,37.0,1966-04-06,"['丙', '午', '壬', '辰', '乙', '未', '丙', '子']",10.0,乙,1993,癸酉,False,False,False,偏印,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2564,34.0,1970-04-11,"['庚', '戌', '庚', '辰', '辛', '酉', '戊', '子']",2.0,辛,2002,壬午,False,False,False,傷官,正官,False,False,False,False,False,比和,False,False,False,0
2571,53.0,1961-01-07,"['庚', '子', '己', '丑', '庚', '子', '丙', '子']",33.0,庚,1981,辛酉,False,False,False,劫財,劫財,False,False,False,False,False,日干生日支,False,False,False,0
2572,54.0,1960-06-20,"['庚', '子', '壬', '午', '己', '卯', '甲', '子']",25.0,己,1990,庚午,False,False,False,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2574,49.0,1951-12-14,"['辛', '卯', '庚', '子', '戊', '子', '壬', '子']",31.0,戊,1970,庚戌,False,False,False,食神,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
2584,59.0,1953-10-04,"['癸', '巳', '辛', '酉', '戊', '子', '壬', '子']",21.0,戊,1970,庚戌,False,False,False,食神,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
2585,24.0,1989-06-02,"['己', '巳', '己', '巳', '癸', '巳', '壬', '子']",2.0,癸,2011,辛卯,False,False,False,偏印,食神,False,False,False,False,False,日干剋日支,False,False,False,0
2612,38.0,1974-11-24,"['甲', '寅', '乙', '亥', '己', '巳', '甲', '子']",15.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
2614,29.0,1984-06-24,"['甲', '子', '庚', '午', '己', '丑', '甲', '子']",,己,2010,庚寅,False,False,False,傷官,正官,False,False,False,False,False,比和,False,False,False,0
2615,31.0,1969-12-21,"['己', '酉', '丙', '子', '庚', '午', '丙', '子']",13.0,庚,1988,戊辰,False,False,False,偏印,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
2619,39.0,1969-03-27,"['己', '酉', '丁', '卯', '辛', '丑', '戊', '子']",16.0,辛,1990,庚午,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
2622,34.0,1977-02-09,"['丁', '巳', '壬', '寅', '丁', '酉', '庚', '子']",2.0,丁,2007,丁亥,False,False,False,比肩,正官,False,False,False,False,False,日干剋日支,False,False,False,0
2637,35.0,1968-05-30,"['戊', '申', '丁', '巳', '庚', '子', '丙', '子']",10.0,庚,1993,癸酉,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
2638,39.0,1967-09-07,"['丁', '未', '戊', '申', '甲', '戌', '甲', '子']",11.0,甲,1995,乙亥,False,False,False,劫財,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
2642,51.0,1957-08-16,"['丁', '酉', '戊', '申', '庚', '申', '丙', '子']",30.0,庚,1978,戊午,False,False,False,偏印,七殺,False,False,False,False,False,比和,False,False,False,0
2654,31.0,1974-05-29,"['甲', '寅', '己', '巳', '庚', '午', '丙', '子']",5.0,庚,1997,丁丑,False,False,False,正官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2662,59.0,1951-01-25,"['庚', '寅', '己', '丑', '乙', '丑', '丙', '子']",35.0,乙,1975,乙卯,False,False,False,比肩,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
2673,31.0,1971-08-22,"['辛', '亥', '丙', '申', '己', '卯', '甲', '子']",12.0,己,1990,庚午,False,False,False,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2676,45.0,1961-10-14,"['辛', '丑', '戊', '戌', '庚', '辰', '丙', '子']",17.0,庚,1989,己巳,False,False,False,正印,正官,False,False,False,False,False,日支生日干,False,False,False,0
2678,45.0,1961-10-13,"['辛', '丑', '戊', '戌', '己', '卯', '甲', '子']",14.0,己,1990,庚午,False,False,False,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2683,39.0,1968-05-30,"['戊', '申', '丁', '巳', '庚', '子', '丙', '子']",15.0,庚,1991,辛未,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,0
2692,31.0,1982-11-01,"['壬', '戌', '庚', '戌', '戊', '子', '壬', '子']",2.0,戊,2010,庚寅,False,False,False,食神,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2693,32.0,1981-08-13,"['辛', '酉', '丙', '申', '癸', '亥', '壬', '子']",9.0,癸,2004,甲申,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
2699,39.0,1970-06-05,"['庚', '戌', '辛', '巳', '丙', '辰', '戊', '子']",5.0,丙,2003,癸未,False,False,False,正官,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2701,42.0,1959-05-23,"['己', '亥', '己', '巳', '乙', '巳', '丙', '子']",17.0,乙,1984,甲子,False,False,False,劫財,偏印,False,False,False,False,False,日干生日支,False,False,False,0
2706,34.0,1969-04-14,"['己', '酉', '戊', '辰', '己', '未', '甲', '子']",3.0,己,2000,庚辰,False,False,False,傷官,劫財,False,False,False,False,False,比和,False,False,False,0
2708,32.0,1975-09-08,"['乙', '卯', '乙', '酉', '丁', '巳', '庚', '子']",6.0,丁,1998,戊寅,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
2717,28.0,1975-11-22,"['乙', '卯', '丁', '亥', '壬', '申', '庚', '子']",9.0,壬,1995,乙亥,False,False,False,傷官,比肩,False,False,False,False,False,日支生日干,False,False,False,0
2721,48.0,1959-10-01,"['己', '亥', '癸', '酉', '丙', '辰', '戊', '子']",25.0,丙,1983,癸亥,False,False,False,正官,七殺,False,False,False,False,False,日干生日支,False,False,False,0
2733,48.0,1959-03-26,"['己', '亥', '丁', '卯', '丁', '未', '庚', '子']",18.0,丁,1988,戊辰,False,False,False,傷官,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2738,50.0,1960-02-18,"['庚', '子', '戊', '寅', '丙', '子', '戊', '子']",23.0,丙,1987,丁卯,False,False,False,劫財,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2741,35.0,1968-12-29,"['戊', '申', '甲', '子', '癸', '酉', '壬', '子']",8.0,癸,1995,乙亥,False,False,False,食神,劫財,False,False,False,False,False,日支生日干,False,False,False,0
2756,41.0,1962-03-13,"['壬', '寅', '癸', '卯', '庚', '戌', '丙', '子']",6.0,庚,1997,丁丑,False,False,False,正官,正印,False,False,False,False,False,日支生日干,False,False,False,0
2762,34.0,1974-04-17,"['甲', '寅', '戊', '辰', '戊', '子', '壬', '子']",3.0,戊,2005,乙酉,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2770,30.0,1974-07-20,"['甲', '寅', '辛', '未', '壬', '戌', '庚', '子']",2.0,壬,2003,癸未,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,0
2771,32.0,1973-05-25,"['癸', '丑', '丁', '巳', '辛', '酉', '戊', '子']",,辛,1990,庚午,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,0
2775,44.0,1966-07-09,"['丙', '午', '乙', '未', '己', '巳', '甲', '子']",13.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
2776,24.0,1986-10-19,"['丙', '寅', '戊', '戌', '丙', '申', '戊', '子']",3.0,丙,2007,丁亥,False,False,False,劫財,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2777,43.0,1968-05-14,"['戊', '申', '丁', '巳', '甲', '申', '甲', '子']",15.0,甲,1995,乙亥,False,False,False,劫財,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
2779,53.0,1959-02-05,"['己', '亥', '丙', '寅', '戊', '午', '壬', '子']",32.0,戊,1980,庚申,False,False,False,食神,食神,False,False,False,False,False,日支生日干,False,False,False,0
2785,32.0,1972-08-19,"['壬', '子', '戊', '申', '壬', '午', '庚', '子']",5.0,壬,1999,己卯,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
2797,32.0,1967-11-29,"['丁', '未', '辛', '亥', '丁', '酉', '庚', '子']",4.0,丁,1996,丙子,False,False,False,劫財,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
2805,44.0,1961-06-05,"['辛', '丑', '癸', '巳', '己', '巳', '甲', '子']",17.0,己,1987,丁卯,False,False,False,偏印,七殺,False,False,False,False,False,日支生日干,False,False,False,0
2806,47.0,1958-02-13,"['戊', '戌', '甲', '寅', '辛', '酉', '戊', '子']",27.0,辛,1978,戊午,False,False,False,正印,正官,False,False,False,False,False,比和,False,False,False,0
2824,40.0,1969-12-11,"['己', '酉', '丙', '子', '庚', '申', '丙', '子']",19.0,庚,1990,庚午,False,False,False,比肩,七殺,False,False,False,False,False,比和,False,False,False,0
2825,38.0,1972-02-25,"['壬', '子', '壬', '寅', '丙', '戌', '戊', '子']",13.0,丙,1997,丁丑,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
2833,33.0,1969-07-09,"['己', '酉', '辛', '未', '乙', '酉', '丙', '子']",6.0,乙,1995,乙亥,False,False,False,比肩,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2844,62.0,1946-05-02,"['丙', '戌', '壬', '辰', '丙', '子', '戊', '子']",26.0,丙,1982,壬戌,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,False,False,False,0
2855,29.0,1974-01-29,"['癸', '丑', '乙', '丑', '庚', '午', '丙', '子']",6.0,庚,1997,丁丑,False,False,False,正官,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2857,39.0,1964-08-29,"['甲', '辰', '壬', '申', '庚', '戌', '丙', '子']",11.0,庚,1991,辛未,False,False,False,劫財,正印,False,False,False,False,False,日支生日干,False,False,False,0
2858,32.0,1971-09-13,"['辛', '亥', '丁', '酉', '辛', '丑', '戊', '子']",3.0,辛,2000,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日支生日干,False,False,False,0
2861,29.0,1976-05-01,"['丙', '辰', '壬', '辰', '癸', '丑', '壬', '子']",5.0,癸,2000,庚辰,False,False,False,正印,正官,False,False,False,False,False,日支剋日干,False,False,False,0
2862,44.0,1961-05-12,"['辛', '丑', '癸', '巳', '乙', '巳', '丙', '子']",,乙,1986,丙寅,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
2863,41.0,1964-01-31,"['癸', '卯', '乙', '丑', '己', '卯', '甲', '子']",,己,1989,己巳,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
2873,52.0,1951-12-11,"['辛', '卯', '庚', '子', '乙', '酉', '丙', '子']",3.0,乙,1972,壬子,False,False,False,正印,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
2884,25.0,1985-08-31,"['乙', '丑', '甲', '申', '壬', '寅', '庚', '子']",5.0,壬,2005,乙酉,False,False,False,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,0
2886,33.0,1967-10-19,"['丁', '未', '庚', '戌', '丙', '辰', '戊', '子']",11.0,丙,1989,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
2887,35.0,1968-04-25,"['戊', '申', '丙', '辰', '乙', '丑', '丙', '子']",11.0,乙,1992,壬申,False,False,False,正印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
2898,21.0,1979-11-05,"['己', '未', '甲', '戌', '丙', '子', '戊', '子']",2.0,丙,1998,戊寅,False,False,False,食神,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
2912,41.0,1972-09-13,"['壬', '子', '己', '酉', '丁', '未', '庚', '子']",17.0,丁,1996,丙子,False,False,False,劫財,七殺,False,False,False,False,False,日干生日支,False,False,False,0
2916,30.0,1973-10-28,"['癸', '丑', '壬', '戌', '丁', '酉', '庚', '子']",5.0,丁,1998,戊寅,False,False,False,傷官,正印,False,False,False,False,False,日干剋日支,False,False,False,0
2919,48.0,1958-04-07,"['戊', '戌', '丙', '辰', '甲', '寅', '甲', '子']",10.0,甲,1996,丙子,False,False,False,食神,正印,False,False,False,False,False,比和,False,False,False,0
2942,36.0,1975-04-25,"['乙', '卯', '庚', '辰', '辛', '丑', '戊', '子']",9.0,辛,2002,壬午,False,False,False,傷官,正官,False,False,False,False,False,日支生日干,False,False,False,0
2944,37.0,1973-08-08,"['癸', '丑', '庚', '申', '丙', '子', '戊', '子']",18.0,丙,1994,甲戌,False,False,False,偏印,食神,False,False,False,False,False,日支剋日干,False,False,False,0
2945,37.0,1975-09-01,"['乙', '卯', '甲', '申', '庚', '戌', '丙', '子']",5.0,庚,2008,戊子,False,False,False,偏印,傷官,False,False,False,False,False,日支生日干,False,False,False,0
2946,67.0,1945-08-17,"['乙', '酉', '甲', '申', '戊', '午', '壬', '子']",9.0,戊,2004,甲申,False,False,False,七殺,食神,False,False,False,False,False,日支生日干,False,False,False,0
2947,53.0,1960-02-06,"['庚', '子', '戊', '寅', '甲', '子', '甲', '子']",32.0,甲,1981,辛酉,False,False,False,正官,正官,False,False,False,False,False,日支生日干,False,False,False,0
2955,42.0,1965-12-13,"['乙', '巳', '戊', '子', '辛', '丑', '戊', '子']",17.0,辛,1990,庚午,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
2956,27.0,1983-08-06,"['癸', '亥', '己', '未', '丙', '寅', '戊', '子']",2.0,丙,2008,戊子,False,False,False,食神,正官,False,False,False,False,False,日支生日干,False,False,False,0
2961,49.0,1951-09-10,"['辛', '卯', '丁', '酉', '癸', '丑', '壬', '子']",26.0,癸,1975,乙卯,False,False,False,食神,食神,False,False,False,False,False,日支剋日干,False,False,False,0
2963,38.0,1962-07-28,"['壬', '寅', '丁', '未', '丁', '卯', '庚', '子']",16.0,丁,1985,乙丑,False,False,False,偏印,食神,False,False,False,False,False,日支生日干,False,False,False,0
2969,39.0,1970-10-17,"['庚', '戌', '丙', '戌', '庚', '午', '丙', '子']",8.0,庚,2009,己丑,False,False,False,正印,正印,False,False,False,False,False,日支剋日干,False,False,False,0
2971,27.0,1984-08-07,"['甲', '子', '壬', '申', '癸', '酉', '壬', '子']",2.0,癸,2010,庚寅,False,False,False,正印,傷官,False,False,False,False,False,日支生日干,False,False,False,0
2975,30.0,1973-11-14,"['癸', '丑', '癸', '亥', '甲', '寅', '甲', '子']",3.0,甲,2001,辛巳,False,False,False,正官,傷官,False,False,False,False,False,比和,False,False,False,0
2978,42.0,1965-12-02,"['乙', '巳', '丁', '亥', '庚', '寅', '丙', '子']",15.0,庚,1993,癸酉,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
2979,33.0,1977-02-12,"['丁', '巳', '壬', '寅', '庚', '子', '丙', '子']",4.0,庚,2006,丙戌,False,False,False,七殺,偏印,False,False,False,False,False,日干生日支,False,False,False,0
2980,35.0,1978-09-02,"['戊', '午', '庚', '申', '丁', '卯', '庚', '子']",5.0,丁,2009,己丑,False,False,False,食神,食神,False,False,False,False,False,日支生日干,False,False,False,0
2982,33.0,1966-10-25,"['丙', '午', '戊', '戌', '丁', '巳', '庚', '子']",5.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,比和,False,False,False,0
2984,42.0,1959-12-08,"['己', '亥', '丙', '子', '甲', '子', '甲', '子']",4.0,甲,1987,丁卯,False,False,False,傷官,劫財,False,False,False,False,False,日支生日干,False,False,False,0
