uniqueid,Age_partner_man,DOB_partner_man,bazi_man,Marriage_duration,man日干,year_of_marriage,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,countScore
3,30.0,1975-10-30,"['乙', '卯', '丙', '戌', '己', '酉', '甲', '子']",7.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,0
13,63.0,1948-04-09,"['戊', '子', '丙', '辰', '甲', '子', '甲', '子']",37.0,甲,1974,甲寅,False,False,False,比肩,比肩,False,False,False,False,False,日支生日干,False,False,False,0
16,34.0,1970-07-09,"['庚', '戌', '癸', '未', '庚', '寅', '丙', '子']",10.0,庚,1991,辛未,False,False,False,劫財,正印,False,False,False,False,False,日干剋日支,False,False,False,0
24,41.0,1968-05-31,"['戊', '申', '丁', '巳', '辛', '丑', '戊', '子']",3.0,辛,2002,壬午,False,False,False,傷官,正官,False,False,False,False,False,日支生日干,False,False,False,0
30,33.0,1968-05-09,"['戊', '申', '丁', '巳', '己', '卯', '甲', '子']",12.0,己,1989,己巳,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
32,27.0,1975-12-26,"['乙', '卯', '戊', '子', '丙', '午', '戊', '子']",3.0,丙,1999,己卯,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
34,43.0,1964-04-11,"['甲', '辰', '戊', '辰', '庚', '寅', '丙', '子']",5.0,庚,2001,辛巳,False,False,False,劫財,正官,False,False,False,False,False,日干剋日支,False,False,False,0
36,53.0,1955-10-15,"['乙', '未', '丙', '戌', '己', '酉', '甲', '子']",22.0,己,1986,丙寅,False,False,False,正印,正官,False,False,False,False,False,日干生日支,False,False,False,0
37,53.0,1955-04-19,"['乙', '未', '庚', '辰', '庚', '戌', '丙', '子']",7.0,庚,2001,辛巳,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
39,32.0,1967-07-15,"['丁', '未', '丁', '未', '庚', '辰', '丙', '子']",10.0,庚,1989,己巳,False,False,False,正印,正官,False,False,False,False,False,日支生日干,False,False,False,0
42,56.0,1948-05-01,"['戊', '子', '丙', '辰', '丙', '戌', '戊', '子']",,丙,1972,壬子,False,False,False,七殺,正官,False,False,False,False,False,日干生日支,False,False,False,0
48,26.0,1979-07-18,"['己', '未', '辛', '未', '丙', '戌', '戊', '子']",9.0,丙,1997,丁丑,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
59,45.0,1956-10-03,"['丙', '申', '丁', '酉', '癸', '卯', '壬', '子']",17.0,癸,1985,乙丑,False,False,False,食神,七殺,False,False,False,False,False,日干生日支,False,False,False,0
69,31.0,1981-07-06,"['辛', '酉', '甲', '午', '乙', '酉', '丙', '子']",4.0,乙,2007,丁亥,False,False,False,食神,正印,False,False,False,False,False,日支剋日干,False,False,False,0
76,36.0,1966-09-01,"['丙', '午', '丙', '申', '癸', '亥', '壬', '子']",11.0,癸,1992,壬申,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
88,27.0,1972-11-17,"['壬', '子', '辛', '亥', '壬', '子', '庚', '子']",3.0,壬,1994,甲戌,False,False,False,食神,七殺,False,False,False,False,False,比和,False,False,False,0
89,31.0,1972-12-17,"['壬', '子', '壬', '子', '壬', '午', '庚', '子']",5.0,壬,1999,己卯,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
90,38.0,1970-01-22,"['己', '酉', '丁', '丑', '壬', '寅', '庚', '子']",15.0,壬,1993,癸酉,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,0
91,45.0,1963-02-09,"['癸', '卯', '甲', '寅', '癸', '未', '壬', '子']",13.0,癸,1994,甲戌,False,False,False,傷官,正官,False,False,False,False,False,日支剋日干,False,False,False,0
94,45.0,1966-07-24,"['丙', '午', '乙', '未', '甲', '申', '甲', '子']",21.0,甲,1990,庚午,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,False,False,False,0
97,40.0,1966-10-24,"['丙', '午', '戊', '戌', '丙', '辰', '戊', '子']",18.0,丙,1989,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
100,36.0,1972-02-27,"['壬', '子', '壬', '寅', '戊', '子', '壬', '子']",10.0,戊,1998,戊寅,False,False,False,比肩,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
104,28.0,1982-03-08,"['壬', '戌', '癸', '卯', '庚', '寅', '丙', '子']",2.0,庚,2008,戊子,False,False,False,偏印,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
107,23.0,1977-05-19,"['丁', '巳', '乙', '巳', '丙', '子', '戊', '子']",2.0,丙,1998,戊寅,False,False,False,食神,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
108,54.0,1957-12-12,"['丁', '酉', '壬', '子', '戊', '午', '壬', '子']",14.0,戊,1997,丁丑,False,False,False,正印,劫財,False,False,False,False,False,日支生日干,False,False,False,0
118,30.0,1979-11-28,"['己', '未', '乙', '亥', '己', '亥', '甲', '子']",4.0,己,2005,乙酉,False,False,False,七殺,食神,False,False,False,False,False,日干剋日支,False,False,False,0
124,30.0,1973-12-11,"['癸', '丑', '甲', '子', '辛', '巳', '戊', '子']",3.0,辛,2000,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日支剋日干,False,False,False,0
125,46.0,1960-06-29,"['庚', '子', '壬', '午', '戊', '子', '壬', '子']",27.0,戊,1979,己未,False,False,False,劫財,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
135,39.0,1971-07-21,"['辛', '亥', '乙', '未', '丁', '未', '庚', '子']",14.0,丁,1996,丙子,False,False,False,劫財,七殺,False,False,False,False,False,日干生日支,False,False,False,0
149,39.0,1969-10-29,"['己', '酉', '甲', '戌', '丁', '丑', '庚', '子']",14.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,日干生日支,False,False,False,0
150,41.0,1967-11-19,"['丁', '未', '辛', '亥', '丁', '亥', '庚', '子']",14.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,日支剋日干,False,False,False,0
154,33.0,1978-03-19,"['戊', '午', '乙', '卯', '庚', '辰', '丙', '子']",9.0,庚,2002,壬午,False,False,False,食神,七殺,False,False,False,False,False,日支生日干,False,False,False,0
156,53.0,1947-07-14,"['丁', '亥', '丁', '未', '甲', '午', '甲', '子']",8.0,甲,1992,壬申,False,False,False,偏印,七殺,False,False,False,False,False,日干生日支,False,False,False,0
157,37.0,1963-11-02,"['癸', '卯', '壬', '戌', '己', '酉', '甲', '子']",10.0,己,1990,庚午,False,False,False,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,0
160,31.0,1972-09-23,"['壬', '子', '己', '酉', '丁', '巳', '庚', '子']",9.0,丁,1994,甲戌,False,False,False,正印,傷官,False,False,False,False,False,比和,False,False,False,0
161,55.0,1951-10-17,"['辛', '卯', '戊', '戌', '庚', '寅', '丙', '子']",14.0,庚,1989,己巳,False,False,False,正印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
167,39.0,1972-11-06,"['壬', '子', '庚', '戌', '辛', '丑', '戊', '子']",25.0,辛,1988,戊辰,False,False,False,正印,正印,False,False,False,False,False,日支生日干,False,False,False,0
174,45.0,1955-11-24,"['乙', '未', '丁', '亥', '己', '丑', '甲', '子']",21.0,己,1980,庚申,False,False,False,傷官,傷官,False,False,False,False,False,比和,False,False,False,0
188,50.0,1956-11-11,"['丙', '申', '己', '亥', '壬', '午', '庚', '子']",24.0,壬,1980,庚申,False,False,False,偏印,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
192,30.0,1982-03-02,"['壬', '戌', '壬', '寅', '甲', '申', '甲', '子']",4.0,甲,2007,丁亥,False,False,False,傷官,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
194,41.0,1970-12-29,"['庚', '戌', '戊', '子', '癸', '未', '壬', '子']",19.0,癸,1993,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
195,38.0,1975-11-08,"['乙', '卯', '丁', '亥', '戊', '午', '壬', '子']",23.0,戊,1987,丁卯,False,False,False,正印,正官,False,False,False,False,False,日支生日干,False,False,False,0
198,31.0,1974-03-07,"['甲', '寅', '丁', '卯', '丁', '未', '庚', '子']",,丁,1998,戊寅,False,False,False,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,0
199,51.0,1954-03-10,"['甲', '午', '丁', '卯', '乙', '丑', '丙', '子']",29.0,乙,1975,乙卯,False,False,False,比肩,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
204,40.0,1973-06-29,"['癸', '丑', '戊', '午', '丙', '申', '戊', '子']",7.0,丙,2003,癸未,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
207,59.0,1941-07-05,"['辛', '巳', '甲', '午', '甲', '寅', '甲', '子']",8.0,甲,1993,癸酉,False,False,False,正印,正官,False,False,False,False,False,比和,False,False,False,0
214,78.0,1931-05-25,"['辛', '未', '癸', '巳', '庚', '辰', '丙', '子']",38.0,庚,1977,丁巳,False,False,False,正官,正官,False,False,False,False,False,日支生日干,False,False,False,0
218,29.0,1975-09-01,"['乙', '卯', '甲', '申', '庚', '戌', '丙', '子']",,庚,2003,癸未,False,False,False,傷官,正印,False,False,False,False,False,日支生日干,False,False,False,0
224,37.0,1966-01-07,"['乙', '巳', '己', '丑', '丙', '寅', '戊', '子']",13.0,丙,1989,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日支生日干,False,False,False,0
229,35.0,1976-05-08,"['丙', '辰', '癸', '巳', '庚', '申', '丙', '子']",9.0,庚,2002,壬午,False,False,False,食神,七殺,False,False,False,False,False,比和,False,False,False,0
233,30.0,1970-11-13,"['庚', '戌', '丁', '亥', '丁', '酉', '庚', '子']",6.0,丁,1995,乙亥,False,False,False,偏印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
238,37.0,1968-11-05,"['戊', '申', '壬', '戌', '己', '卯', '甲', '子']",17.0,己,1989,己巳,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
245,38.0,1975-01-09,"['甲', '寅', '丁', '丑', '乙', '卯', '丙', '子']",9.0,乙,1996,丙子,False,False,False,傷官,偏印,False,False,False,False,False,比和,False,False,False,0
248,46.0,1959-04-15,"['己', '亥', '戊', '辰', '丁', '卯', '庚', '子']",7.0,丁,1997,丁丑,False,False,False,比肩,食神,False,False,False,False,False,日支生日干,False,False,False,0
250,33.0,1976-10-11,"['丙', '辰', '戊', '戌', '丙', '申', '戊', '子']",5.0,丙,2002,壬午,False,False,False,七殺,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
251,36.0,1973-06-30,"['癸', '丑', '戊', '午', '丁', '酉', '庚', '子']",6.0,丁,2003,癸未,False,False,False,七殺,食神,False,False,False,False,False,日干剋日支,False,False,False,0
254,39.0,1972-07-14,"['壬', '子', '丁', '未', '丙', '午', '戊', '子']",14.0,丙,1997,丁丑,False,False,False,劫財,傷官,False,False,False,False,False,比和,False,False,False,0
255,52.0,1961-05-14,"['辛', '丑', '癸', '巳', '丁', '未', '庚', '子']",7.0,丁,2006,丙戌,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
256,63.0,1951-04-22,"['辛', '卯', '壬', '辰', '壬', '辰', '庚', '子']",29.0,壬,1985,乙丑,False,False,False,傷官,正官,False,False,False,False,False,日支剋日干,False,False,False,0
259,32.0,1970-10-06,"['庚', '戌', '乙', '酉', '己', '未', '甲', '子']",4.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,0
260,32.0,1972-11-17,"['壬', '子', '辛', '亥', '壬', '子', '庚', '子']",10.0,壬,1994,甲戌,False,False,False,食神,七殺,False,False,False,False,False,比和,False,False,False,0
261,57.0,1947-07-14,"['丁', '亥', '丁', '未', '甲', '午', '甲', '子']",29.0,甲,1975,乙卯,False,False,False,劫財,劫財,False,False,False,False,False,日干生日支,False,False,False,0
262,53.0,1951-09-15,"['辛', '卯', '丁', '酉', '戊', '午', '壬', '子']",28.0,戊,1976,丙辰,False,False,False,偏印,比肩,False,False,False,False,False,日支生日干,False,False,False,0
275,51.0,1957-03-08,"['丁', '酉', '癸', '卯', '己', '卯', '甲', '子']",23.0,己,1985,乙丑,False,False,False,七殺,比肩,False,False,False,False,False,日支剋日干,False,False,False,0
281,19.0,1985-07-26,"['乙', '丑', '癸', '未', '丙', '寅', '戊', '子']",,丙,2003,癸未,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,0
282,59.0,1948-09-22,"['戊', '子', '辛', '酉', '庚', '戌', '丙', '子']",26.0,庚,1973,癸丑,False,False,False,傷官,正印,False,False,False,False,False,日支生日干,False,False,False,0
286,34.0,1974-09-08,"['甲', '寅', '癸', '酉', '壬', '子', '庚', '子']",7.0,壬,1999,己卯,False,False,False,正官,傷官,False,False,False,False,False,比和,False,False,False,0
291,32.0,1970-03-26,"['庚', '戌', '己', '卯', '乙', '巳', '丙', '子']",5.0,乙,1996,丙子,False,False,False,傷官,偏印,False,False,False,False,False,日干生日支,False,False,False,0
297,25.0,1981-10-28,"['辛', '酉', '戊', '戌', '己', '卯', '甲', '子']",6.0,己,2001,辛巳,False,False,False,食神,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
299,44.0,1963-07-03,"['癸', '卯', '戊', '午', '丁', '未', '庚', '子']",10.0,丁,1984,甲子,False,False,False,正印,七殺,False,False,False,False,False,日干生日支,False,False,False,0
303,27.0,1985-08-05,"['乙', '丑', '癸', '未', '丙', '子', '戊', '子']",6.0,丙,2006,丙戌,False,False,False,比肩,食神,False,False,False,False,False,日支剋日干,False,False,False,0
305,34.0,1980-03-16,"['庚', '申', '己', '卯', '戊', '子', '壬', '子']",4.0,戊,2010,庚寅,False,False,False,食神,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
320,28.0,1984-02-11,"['甲', '子', '丙', '寅', '乙', '亥', '丙', '子']",5.0,乙,2004,甲申,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
323,38.0,1974-08-24,"['甲', '寅', '壬', '申', '丁', '酉', '庚', '子']",18.0,丁,1995,乙亥,False,False,False,偏印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
327,30.0,1971-06-29,"['辛', '亥', '甲', '午', '乙', '酉', '丙', '子']",15.0,乙,1996,丙子,False,False,False,傷官,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
333,52.0,1958-08-12,"['戊', '戌', '庚', '申', '辛', '酉', '戊', '子']",31.0,辛,1979,己未,False,False,False,偏印,偏印,False,False,False,False,False,比和,False,False,False,0
343,58.0,1947-09-04,"['丁', '亥', '戊', '申', '丙', '戌', '戊', '子']",17.0,丙,1989,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
344,44.0,1964-05-16,"['甲', '辰', '己', '巳', '乙', '丑', '丙', '子']",22.0,乙,1986,丙寅,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
345,44.0,1964-03-05,"['甲', '辰', '丁', '卯', '癸', '丑', '壬', '子']",8.0,癸,1999,己卯,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,False,False,False,0
346,33.0,1976-04-20,"['丙', '辰', '壬', '辰', '壬', '寅', '庚', '子']",6.0,壬,2003,癸未,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,0
350,50.0,1962-02-01,"['辛', '丑', '辛', '丑', '庚', '午', '丙', '子']",20.0,庚,1992,壬申,False,False,False,食神,比肩,False,False,False,False,False,日支剋日干,False,False,False,0
357,47.0,1961-12-16,"['辛', '丑', '庚', '子', '癸', '未', '壬', '子']",16.0,癸,1993,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
359,40.0,1969-05-20,"['己', '酉', '己', '巳', '乙', '未', '丙', '子']",16.0,乙,1993,癸酉,False,False,False,偏印,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
363,23.0,1979-09-10,"['己', '未', '癸', '酉', '庚', '辰', '丙', '子']",6.0,庚,1997,丁丑,False,False,False,正官,正印,False,False,False,False,False,日支生日干,False,False,False,0
376,31.0,1983-05-02,"['癸', '亥', '丙', '辰', '庚', '寅', '丙', '子']",5.0,庚,2008,戊子,False,False,False,偏印,傷官,False,False,False,False,False,日干剋日支,False,False,False,0
379,46.0,1954-10-02,"['甲', '午', '癸', '酉', '辛', '卯', '戊', '子']",23.0,辛,1978,戊午,False,False,False,正印,正官,False,False,False,False,False,日干剋日支,False,False,False,0
380,33.0,1974-03-15,"['甲', '寅', '丁', '卯', '乙', '卯', '丙', '子']",5.0,乙,2001,辛巳,False,False,False,七殺,食神,False,False,False,False,False,比和,False,False,False,0
383,43.0,1964-10-24,"['甲', '辰', '甲', '戌', '丙', '午', '戊', '子']",23.0,丙,1985,乙丑,False,False,False,正印,傷官,False,False,False,False,False,比和,False,False,False,0
384,32.0,1979-02-20,"['己', '未', '丙', '寅', '戊', '午', '壬', '子']",5.0,戊,2005,乙酉,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,0
392,42.0,1961-11-26,"['辛', '丑', '己', '亥', '癸', '亥', '壬', '子']",11.0,癸,1993,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,比和,False,False,False,0
395,30.0,1974-09-22,"['甲', '寅', '癸', '酉', '丙', '寅', '戊', '子']",,丙,1996,丙子,False,False,False,比肩,正官,False,False,False,False,False,日支生日干,False,False,False,0
396,51.0,1953-04-14,"['癸', '巳', '丙', '辰', '乙', '未', '丙', '子']",,乙,1996,丙子,False,False,False,傷官,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
411,40.0,1961-01-06,"['庚', '子', '己', '丑', '己', '亥', '甲', '子']",13.0,己,1988,戊辰,False,False,False,劫財,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
412,40.0,1962-03-09,"['壬', '寅', '癸', '卯', '丙', '午', '戊', '子']",15.0,丙,1987,丁卯,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
414,47.0,1957-09-20,"['丁', '酉', '己', '酉', '乙', '未', '丙', '子']",22.0,乙,1981,辛酉,False,False,False,七殺,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
415,50.0,1954-06-15,"['甲', '午', '庚', '午', '壬', '寅', '庚', '子']",23.0,壬,1981,辛酉,False,False,False,正印,正印,False,False,False,False,False,日干生日支,False,False,False,0
418,55.0,1952-07-29,"['壬', '辰', '丁', '未', '丙', '子', '戊', '子']",25.0,丙,1986,丙寅,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,False,False,0
420,57.0,1951-06-11,"['辛', '卯', '甲', '午', '壬', '午', '庚', '子']",27.0,壬,1981,辛酉,False,False,False,正印,正印,False,False,False,False,False,日干剋日支,False,False,False,0
424,23.0,1986-12-19,"['丙', '寅', '庚', '子', '丁', '酉', '庚', '子']",3.0,丁,2007,丁亥,False,False,False,比肩,正官,False,False,False,False,False,日干剋日支,False,False,False,0
427,57.0,1943-06-03,"['癸', '未', '丁', '巳', '壬', '辰', '庚', '子']",30.0,壬,1971,辛未,False,False,False,正印,正官,False,False,False,False,False,日支剋日干,False,False,False,0
428,37.0,1964-04-11,"['甲', '辰', '戊', '辰', '庚', '寅', '丙', '子']",8.0,庚,1993,癸酉,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
432,42.0,1967-04-25,"['丁', '未', '甲', '辰', '己', '未', '甲', '子']",10.0,己,1998,戊寅,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,0
435,53.0,1958-10-07,"['戊', '戌', '辛', '酉', '丁', '巳', '庚', '子']",29.0,丁,1976,丙辰,False,False,False,劫財,傷官,False,False,False,False,False,比和,False,False,False,0
452,41.0,1962-03-20,"['壬', '寅', '癸', '卯', '丁', '巳', '庚', '子']",4.0,丁,1999,己卯,False,False,False,食神,偏印,False,False,False,False,False,比和,False,False,False,0
464,42.0,1965-10-01,"['乙', '巳', '乙', '酉', '戊', '子', '壬', '子']",18.0,戊,1991,辛未,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
465,27.0,1981-01-14,"['庚', '申', '己', '丑', '壬', '辰', '庚', '子']",4.0,壬,2003,癸未,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,0
470,42.0,1971-04-30,"['辛', '亥', '壬', '辰', '乙', '酉', '丙', '子']",12.0,乙,2002,壬午,False,False,False,正印,傷官,False,False,False,False,False,日支剋日干,False,False,False,0
475,33.0,1976-06-16,"['丙', '辰', '甲', '午', '己', '亥', '甲', '子']",3.0,己,2006,丙戌,False,False,False,正印,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
487,37.0,1975-03-23,"['乙', '卯', '己', '卯', '戊', '辰', '壬', '子']",3.0,戊,2009,己丑,False,False,False,劫財,劫財,False,False,False,False,False,比和,False,False,False,0
488,36.0,1977-04-10,"['丁', '巳', '甲', '辰', '丁', '酉', '庚', '子']",14.0,丁,1998,戊寅,False,False,False,傷官,正印,False,False,False,False,False,日干剋日支,False,False,False,0
490,49.0,1965-03-02,"['乙', '巳', '戊', '寅', '乙', '卯', '丙', '子']",8.0,乙,1996,丙子,False,False,False,傷官,偏印,False,False,False,False,False,比和,False,False,False,0
493,34.0,1968-12-30,"['戊', '申', '甲', '子', '甲', '戌', '甲', '子']",7.0,甲,1996,丙子,False,False,False,食神,正印,False,False,False,False,False,日干剋日支,False,False,False,0
496,36.0,1971-01-23,"['庚', '戌', '己', '丑', '戊', '申', '壬', '子']",10.0,戊,1990,庚午,False,False,False,食神,偏印,False,False,False,False,False,日干生日支,False,False,False,0
510,40.0,1963-02-08,"['癸', '卯', '甲', '寅', '壬', '午', '庚', '子']",18.0,壬,1985,乙丑,False,False,False,傷官,正官,False,False,False,False,False,日干剋日支,False,False,False,0
512,24.0,1979-01-02,"['戊', '午', '甲', '子', '己', '巳', '甲', '子']",3.0,己,2000,庚辰,False,False,False,傷官,劫財,False,False,False,False,False,日支生日干,False,False,False,0
518,46.0,1954-03-13,"['甲', '午', '丁', '卯', '戊', '辰', '壬', '子']",22.0,戊,1978,戊午,False,False,False,比肩,偏印,False,False,False,False,False,比和,False,False,False,0
522,27.0,1976-05-15,"['丙', '辰', '癸', '巳', '丁', '卯', '庚', '子']",6.0,丁,1997,丁丑,False,False,False,比肩,食神,False,False,False,False,False,日支生日干,False,False,False,0
534,27.0,1974-11-07,"['甲', '寅', '甲', '戌', '壬', '子', '庚', '子']",2.0,壬,1999,己卯,False,False,False,正官,傷官,False,False,False,False,False,比和,False,False,False,0
544,32.0,1980-02-16,"['庚', '申', '戊', '寅', '己', '未', '甲', '子']",7.0,己,2005,乙酉,False,False,False,七殺,食神,False,False,False,False,False,比和,False,False,False,0
551,47.0,1956-12-14,"['丙', '申', '庚', '子', '乙', '卯', '丙', '子']",,乙,2001,辛巳,False,False,False,七殺,食神,False,False,False,False,False,比和,False,False,False,0
554,49.0,1961-07-12,"['辛', '丑', '乙', '未', '丙', '午', '戊', '子']",23.0,丙,1987,丁卯,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,0
557,57.0,1956-05-28,"['丙', '申', '癸', '巳', '乙', '未', '丙', '子']",29.0,乙,1984,甲子,False,False,False,劫財,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
561,47.0,1954-08-12,"['甲', '午', '壬', '申', '庚', '子', '丙', '子']",7.0,庚,1993,癸酉,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
563,22.0,1981-04-02,"['辛', '酉', '辛', '卯', '庚', '戌', '丙', '子']",2.0,庚,2001,辛巳,False,False,False,劫財,正官,False,False,False,False,False,日支生日干,False,False,False,0
565,36.0,1967-06-30,"['丁', '未', '丙', '午', '乙', '丑', '丙', '子']",15.0,乙,1987,丁卯,False,False,False,食神,比肩,False,False,False,False,False,日干剋日支,False,False,False,0
566,48.0,1957-12-24,"['丁', '酉', '壬', '子', '庚', '午', '丙', '子']",25.0,庚,1981,辛酉,False,False,False,劫財,劫財,False,False,False,False,False,日支剋日干,False,False,False,0
586,39.0,1975-01-13,"['甲', '寅', '丁', '丑', '己', '未', '甲', '子']",3.0,己,2010,庚寅,False,False,False,傷官,正官,False,False,False,False,False,比和,False,False,False,0
587,31.0,1982-12-05,"['壬', '戌', '辛', '亥', '壬', '戌', '庚', '子']",4.0,壬,2009,己丑,False,False,False,正官,正官,False,False,False,False,False,日支剋日干,False,False,False,0
594,32.0,1971-01-31,"['庚', '戌', '己', '丑', '丙', '辰', '戊', '子']",5.0,丙,1997,丁丑,False,False,False,劫財,傷官,False,False,False,False,False,日干生日支,False,False,False,0
610,56.0,1946-02-24,"['丙', '戌', '庚', '寅', '己', '巳', '甲', '子']",31.0,己,1970,庚戌,False,False,False,傷官,劫財,False,False,False,False,False,日支生日干,False,False,False,0
621,38.0,1963-12-09,"['癸', '卯', '甲', '子', '丙', '戌', '戊', '子']",12.0,丙,1989,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,0
622,47.0,1955-02-04,"['乙', '未', '戊', '寅', '丙', '申', '戊', '子']",18.0,丙,1983,癸亥,False,False,False,正官,七殺,False,False,False,False,False,日干剋日支,False,False,False,0
625,52.0,1955-02-07,"['乙', '未', '戊', '寅', '己', '亥', '甲', '子']",,己,1976,丙辰,False,False,False,正印,劫財,False,False,False,False,False,日干剋日支,False,False,False,0
640,37.0,1965-04-14,"['乙', '巳', '庚', '辰', '戊', '戌', '壬', '子']",40.0,戊,1997,丁丑,False,False,False,正印,劫財,False,False,False,False,False,比和,False,False,False,0
641,42.0,1960-02-13,"['庚', '子', '戊', '寅', '辛', '未', '戊', '子']",9.0,辛,1993,癸酉,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,False,False,0
645,64.0,1947-09-23,"['丁', '亥', '己', '酉', '乙', '巳', '丙', '子']",40.0,乙,1972,壬子,False,False,False,正印,偏印,False,False,False,False,False,日干生日支,False,False,False,0
646,33.0,1980-01-09,"['己', '未', '丁', '丑', '辛', '巳', '戊', '子']",10.0,辛,2000,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日支剋日干,False,False,False,0
651,32.0,1971-06-21,"['辛', '亥', '甲', '午', '丁', '丑', '庚', '子']",4.0,丁,1998,戊寅,False,False,False,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,0
652,58.0,1946-05-05,"['丙', '戌', '壬', '辰', '己', '卯', '甲', '子']",26.0,己,1978,戊午,False,False,False,劫財,正印,False,False,False,False,False,日支剋日干,False,False,False,0
653,28.0,1976-11-07,"['丙', '辰', '己', '亥', '癸', '亥', '壬', '子']",,癸,2004,甲申,False,False,False,傷官,正印,False,False,False,False,False,比和,False,False,False,0
660,33.0,1978-06-22,"['戊', '午', '戊', '午', '乙', '卯', '丙', '子']",9.0,乙,2002,壬午,False,False,False,正印,傷官,False,False,False,False,False,比和,False,False,False,0
666,45.0,1958-02-14,"['戊', '戌', '甲', '寅', '壬', '戌', '庚', '子']",24.0,壬,1979,己未,False,False,False,正官,正官,False,False,False,False,False,日支剋日干,False,False,False,0
673,33.0,1972-08-11,"['壬', '子', '戊', '申', '甲', '戌', '甲', '子']",10.0,甲,1995,乙亥,False,False,False,劫財,偏印,False,False,False,False,False,日干剋日支,False,False,False,0
689,52.0,1957-10-08,"['丁', '酉', '庚', '戌', '癸', '丑', '壬', '子']",27.0,癸,1982,壬戌,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,0
