,year_ganzi,日柱,count,num_marriage_of_this_yera,日柱_percentage
274,乙未,庚申,43,2501,1.719
296,乙未,辛卯,43,2501,1.719
253,乙未,乙亥,42,2501,1.679
255,乙未,乙巳,42,2501,1.679
262,乙未,壬申,42,2501,1.679
267,乙未,己巳,42,2501,1.679
278,乙未,戊寅,42,2501,1.679
285,乙未,甲戌,42,2501,1.679
297,乙未,辛巳,42,2501,1.679
260,乙未,壬寅,41,2501,1.639
251,乙未,丙辰,40,2501,1.599
259,乙未,壬子,40,2501,1.599
270,乙未,庚午,40,2501,1.599
271,乙未,庚子,40,2501,1.599
273,乙未,庚戌,40,2501,1.599
289,乙未,癸亥,40,2501,1.599
256,乙未,乙未,39,2501,1.559
264,乙未,己丑,39,2501,1.559
272,乙未,庚寅,39,2501,1.559
263,乙未,壬辰,38,2501,1.519
298,乙未,辛未,37,2501,1.479
242,乙未,丁卯,36,2501,1.439
269,乙未,己酉,36,2501,1.439
280,乙未,戊申,36,2501,1.439
291,乙未,癸巳,36,2501,1.439
299,乙未,辛酉,36,2501,1.439
265,乙未,己亥,35,2501,1.399
284,乙未,甲寅,35,2501,1.399
243,乙未,丁巳,34,2501,1.359
295,乙未,辛亥,34,2501,1.359
293,乙未,癸酉,33,2501,1.319
241,乙未,丁亥,32,2501,1.279
252,乙未,乙丑,31,2501,1.24
276,乙未,戊午,30,2501,1.2
290,乙未,癸卯,30,2501,1.2
281,乙未,戊辰,29,2501,1.16
192,丙申,乙丑,43,1890,2.275
236,丙申,辛卯,42,1890,2.222
190,丙申,丙申,41,1890,2.169
204,丙申,己丑,41,1890,2.169
239,丙申,辛酉,41,1890,2.169
213,丙申,庚戌,40,1890,2.116
208,丙申,己未,39,1890,2.063
237,丙申,辛巳,39,1890,2.063
212,丙申,庚寅,38,1890,2.011
223,丙申,甲子,38,1890,2.011
209,丙申,己酉,37,1890,1.958
215,丙申,庚辰,36,1890,1.905
222,丙申,甲午,36,1890,1.905
225,丙申,甲戌,36,1890,1.905
234,丙申,辛丑,36,1890,1.905
196,丙申,乙未,35,1890,1.852
228,丙申,癸丑,35,1890,1.852
184,丙申,丁未,34,1890,1.799
186,丙申,丙午,34,1890,1.799
199,丙申,壬子,34,1890,1.799
226,丙申,甲申,34,1890,1.799
227,丙申,甲辰,34,1890,1.799
232,丙申,癸未,34,1890,1.799
194,丙申,乙卯,33,1890,1.746
229,丙申,癸亥,33,1890,1.746
180,丙申,丁丑,32,1890,1.693
191,丙申,丙辰,32,1890,1.693
214,丙申,庚申,32,1890,1.693
233,丙申,癸酉,32,1890,1.693
198,丙申,壬午,31,1890,1.64
216,丙申,戊午,31,1890,1.64
219,丙申,戊戌,31,1890,1.64
205,丙申,己亥,30,1890,1.587
230,丙申,癸卯,30,1890,1.587
235,丙申,辛亥,30,1890,1.587
238,丙申,辛未,30,1890,1.587
202,丙申,壬申,29,1890,1.534
210,丙申,庚午,29,1890,1.534
217,丙申,戊子,29,1890,1.534
188,丙申,丙寅,28,1890,1.481
195,丙申,乙巳,28,1890,1.481
200,丙申,壬寅,28,1890,1.481
201,丙申,壬戌,28,1890,1.481
207,丙申,己巳,28,1890,1.481
224,丙申,甲寅,28,1890,1.481
181,丙申,丁亥,27,1890,1.429
183,丙申,丁巳,27,1890,1.429
231,丙申,癸巳,27,1890,1.429
211,丙申,庚子,26,1890,1.376
185,丙申,丁酉,25,1890,1.323
187,丙申,丙子,25,1890,1.323
189,丙申,丙戌,25,1890,1.323
206,丙申,己卯,25,1890,1.323
182,丙申,丁卯,24,1890,1.27
197,丙申,乙酉,24,1890,1.27
203,丙申,壬辰,24,1890,1.27
220,丙申,戊申,24,1890,1.27
193,丙申,乙亥,23,1890,1.217
218,丙申,戊寅,23,1890,1.217
221,丙申,戊辰,22,1890,1.164
136,丙戌,乙未,67,2967,2.258
128,丙戌,丙寅,64,2967,2.157
148,丙戌,己未,63,2967,2.123
149,丙戌,己酉,61,2967,2.056
170,丙戌,癸卯,61,2967,2.056
137,丙戌,乙酉,60,2967,2.022
157,丙戌,戊子,60,2967,2.022
158,丙戌,戊寅,58,2967,1.955
168,丙戌,癸丑,58,2967,1.955
177,丙戌,辛巳,58,2967,1.955
171,丙戌,癸巳,57,2967,1.921
156,丙戌,戊午,56,2967,1.887
127,丙戌,丙子,55,2967,1.854
144,丙戌,己丑,55,2967,1.854
163,丙戌,甲子,55,2967,1.854
167,丙戌,甲辰,55,2967,1.854
135,丙戌,乙巳,53,2967,1.786
145,丙戌,己亥,53,2967,1.786
161,丙戌,戊辰,53,2967,1.786
165,丙戌,甲戌,53,2967,1.786
162,丙戌,甲午,52,2967,1.753
179,丙戌,辛酉,52,2967,1.753
129,丙戌,丙戌,51,2967,1.719
121,丙戌,丁亥,50,2967,1.685
122,丙戌,丁卯,50,2967,1.685
151,丙戌,庚子,50,2967,1.685
154,丙戌,庚申,50,2967,1.685
172,丙戌,癸未,50,2967,1.685
141,丙戌,壬戌,49,2967,1.651
146,丙戌,己卯,49,2967,1.651
140,丙戌,壬寅,48,2967,1.618
147,丙戌,己巳,48,2967,1.618
160,丙戌,戊申,48,2967,1.618
133,丙戌,乙亥,47,2967,1.584
152,丙戌,庚寅,47,2967,1.584
155,丙戌,庚辰,47,2967,1.584
131,丙戌,丙辰,46,2967,1.55
153,丙戌,庚戌,46,2967,1.55
159,丙戌,戊戌,46,2967,1.55
176,丙戌,辛卯,46,2967,1.55
120,丙戌,丁丑,45,2967,1.517
138,丙戌,壬午,45,2967,1.517
142,丙戌,壬申,45,2967,1.517
124,丙戌,丁未,44,2967,1.483
130,丙戌,丙申,44,2967,1.483
132,丙戌,乙丑,44,2967,1.483
134,丙戌,乙卯,44,2967,1.483
173,丙戌,癸酉,44,2967,1.483
143,丙戌,壬辰,43,2967,1.449
139,丙戌,壬子,42,2967,1.416
150,丙戌,庚午,42,2967,1.416
174,丙戌,辛丑,42,2967,1.416
175,丙戌,辛亥,42,2967,1.416
178,丙戌,辛未,42,2967,1.416
123,丙戌,丁巳,41,2967,1.382
126,丙戌,丙午,41,2967,1.382
166,丙戌,甲申,41,2967,1.382
164,丙戌,甲寅,38,2967,1.281
169,丙戌,癸亥,36,2967,1.213
125,丙戌,丁酉,35,2967,1.18
86,丁酉,己卯,21,723,2.905
81,丁酉,壬戌,20,723,2.766
66,丁酉,丙午,17,723,2.351
69,丁酉,丙戌,17,723,2.351
87,丁酉,己巳,17,723,2.351
102,丁酉,甲午,17,723,2.351
103,丁酉,甲子,17,723,2.351
107,丁酉,甲辰,17,723,2.351
88,丁酉,己未,16,723,2.213
94,丁酉,庚申,16,723,2.213
111,丁酉,癸巳,16,723,2.213
65,丁酉,丁酉,15,723,2.075
98,丁酉,戊寅,15,723,2.075
106,丁酉,甲申,15,723,2.075
75,丁酉,乙巳,14,723,1.936
79,丁酉,壬子,14,723,1.936
90,丁酉,庚午,14,723,1.936
99,丁酉,戊戌,14,723,1.936
105,丁酉,甲戌,14,723,1.936
114,丁酉,辛丑,14,723,1.936
67,丁酉,丙子,13,723,1.798
68,丁酉,丙寅,13,723,1.798
70,丁酉,丙申,13,723,1.798
84,丁酉,己丑,13,723,1.798
104,丁酉,甲寅,13,723,1.798
108,丁酉,癸丑,13,723,1.798
115,丁酉,辛亥,13,723,1.798
74,丁酉,乙卯,12,723,1.66
76,丁酉,乙未,12,723,1.66
97,丁酉,戊子,12,723,1.66
112,丁酉,癸未,12,723,1.66
113,丁酉,癸酉,12,723,1.66
116,丁酉,辛卯,12,723,1.66
77,丁酉,乙酉,11,723,1.521
78,丁酉,壬午,11,723,1.521
80,丁酉,壬寅,11,723,1.521
85,丁酉,己亥,11,723,1.521
91,丁酉,庚子,11,723,1.521
118,丁酉,辛未,11,723,1.521
60,丁酉,丁丑,10,723,1.383
72,丁酉,乙丑,10,723,1.383
73,丁酉,乙亥,10,723,1.383
83,丁酉,壬辰,10,723,1.383
93,丁酉,庚戌,10,723,1.383
109,丁酉,癸亥,10,723,1.383
119,丁酉,辛酉,10,723,1.383
64,丁酉,丁未,9,723,1.245
101,丁酉,戊辰,9,723,1.245
71,丁酉,丙辰,8,723,1.107
89,丁酉,己酉,8,723,1.107
92,丁酉,庚寅,8,723,1.107
95,丁酉,庚辰,8,723,1.107
96,丁酉,戊午,8,723,1.107
100,丁酉,戊申,8,723,1.107
110,丁酉,癸卯,8,723,1.107
63,丁酉,丁巳,7,723,0.968
82,丁酉,壬申,7,723,0.968
61,丁酉,丁亥,6,723,0.83
117,丁酉,辛巳,6,723,0.83
62,丁酉,丁卯,4,723,0.553
17,丁亥,乙酉,71,3085,2.301
41,丁亥,戊辰,67,3085,2.172
19,丁亥,壬子,64,3085,2.075
16,丁亥,乙未,62,3085,2.01
35,丁亥,庚辰,62,3085,2.01
46,丁亥,甲申,61,3085,1.977
43,丁亥,甲子,60,3085,1.945
53,丁亥,癸酉,60,3085,1.945
13,丁亥,乙亥,59,3085,1.912
15,丁亥,乙巳,59,3085,1.912
23,丁亥,壬辰,59,3085,1.912
36,丁亥,戊午,59,3085,1.912
1,丁亥,丁亥,58,3085,1.88
31,丁亥,庚子,58,3085,1.88
40,丁亥,戊申,58,3085,1.88
6,丁亥,丙午,57,3085,1.848
34,丁亥,庚申,57,3085,1.848
38,丁亥,戊寅,57,3085,1.848
33,丁亥,庚戌,56,3085,1.815
7,丁亥,丙子,54,3085,1.75
21,丁亥,壬戌,54,3085,1.75
37,丁亥,戊子,54,3085,1.75
47,丁亥,甲辰,53,3085,1.718
25,丁亥,己亥,52,3085,1.686
29,丁亥,己酉,52,3085,1.686
50,丁亥,癸卯,52,3085,1.686
2,丁亥,丁卯,51,3085,1.653
11,丁亥,丙辰,51,3085,1.653
39,丁亥,戊戌,51,3085,1.653
57,丁亥,辛巳,51,3085,1.653
59,丁亥,辛酉,51,3085,1.653
4,丁亥,丁未,50,3085,1.621
27,丁亥,己巳,50,3085,1.621
22,丁亥,壬申,49,3085,1.588
32,丁亥,庚寅,49,3085,1.588
49,丁亥,癸亥,49,3085,1.588
9,丁亥,丙戌,48,3085,1.556
12,丁亥,乙丑,48,3085,1.556
14,丁亥,乙卯,48,3085,1.556
48,丁亥,癸丑,48,3085,1.556
20,丁亥,壬寅,47,3085,1.524
24,丁亥,己丑,47,3085,1.524
44,丁亥,甲寅,47,3085,1.524
54,丁亥,辛丑,47,3085,1.524
56,丁亥,辛卯,47,3085,1.524
0,丁亥,丁丑,46,3085,1.491
45,丁亥,甲戌,46,3085,1.491
10,丁亥,丙申,45,3085,1.459
26,丁亥,己卯,45,3085,1.459
55,丁亥,辛亥,45,3085,1.459
3,丁亥,丁巳,44,3085,1.426
8,丁亥,丙寅,44,3085,1.426
30,丁亥,庚午,44,3085,1.426
51,丁亥,癸巳,44,3085,1.426
52,丁亥,癸未,44,3085,1.426
58,丁亥,辛未,42,3085,1.361
18,丁亥,壬午,41,3085,1.329
42,丁亥,甲午,41,3085,1.329
28,丁亥,己未,37,3085,1.199
5,丁亥,丁酉,33,3085,1.07
