西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1959,2,壬寅,己亥,地支合木,,丙子乙巳辛丑丙申,3532
1960,3,壬寅,庚子,,,丙子乙巳辛丑丙申,3532
1961,4,壬寅,辛丑,,,丙子乙巳辛丑丙申,3532
1962,5,壬寅,壬寅,,,丙子乙巳辛丑丙申,3532
1963,6,壬寅,癸卯,,,丙子乙巳辛丑丙申,3532
1964,7,壬寅,甲辰,,,丙子乙巳辛丑丙申,3532
1965,8,壬寅,乙巳,,,丙子乙巳辛丑丙申,3532
1966,9,壬寅,丙午,地支火局,,丙子乙巳辛丑丙申,3532
1967,10,壬寅,丁未,天干化木,,丙子乙巳辛丑丙申,3532
1968,11,壬寅,戊申,,,丙子乙巳辛丑丙申,3532
1969,12,癸卯,己酉,,,丙子乙巳辛丑丙申,3532
1970,13,癸卯,庚戌,地支合火,,丙子乙巳辛丑丙申,3532
1971,14,癸卯,辛亥,地支木局,,丙子乙巳辛丑丙申,3532
1972,15,癸卯,壬子,,,丙子乙巳辛丑丙申,3532
1973,16,癸卯,癸丑,,,丙子乙巳辛丑丙申,3532
1974,17,癸卯,甲寅,,,丙子乙巳辛丑丙申,3532
1975,18,癸卯,乙卯,,,丙子乙巳辛丑丙申,3532
1976,19,癸卯,丙辰,,,丙子乙巳辛丑丙申,3532
1977,20,癸卯,丁巳,,,丙子乙巳辛丑丙申,3532
1978,21,癸卯,戊午,天干化火,,丙子乙巳辛丑丙申,3532
1979,22,甲辰,己未,天干化土地支土局,,丙子乙巳辛丑丙申,3532
1980,23,甲辰,庚申,地支水局,,丙子乙巳辛丑丙申,3532
1981,24,甲辰,辛酉,地支合金,,丙子乙巳辛丑丙申,3532
1982,25,甲辰,壬戌,地支土局,,丙子乙巳辛丑丙申,3532
1983,26,甲辰,癸亥,,,丙子乙巳辛丑丙申,3532
1984,27,甲辰,甲子,地支水局,,丙子乙巳辛丑丙申,3532
1985,28,甲辰,乙丑,地支土局,,丙子乙巳辛丑丙申,3532
1986,29,甲辰,丙寅,,,丙子乙巳辛丑丙申,3532
1987,30,甲辰,丁卯,,,丙子乙巳辛丑丙申,3532
1988,31,甲辰,戊辰,地支土局,,丙子乙巳辛丑丙申,3532
1989,32,乙巳,己巳,,,丙子乙巳辛丑丙申,3532
1990,33,乙巳,庚午,天干化金,,丙子乙巳辛丑丙申,3532
1991,34,乙巳,辛未,,,丙子乙巳辛丑丙申,3532
1992,35,乙巳,壬申,地支合水,,丙子乙巳辛丑丙申,3532
1993,36,乙巳,癸酉,地支金局,,丙子乙巳辛丑丙申,3532
1994,37,乙巳,甲戌,,,丙子乙巳辛丑丙申,3532
1995,38,乙巳,乙亥,,,丙子乙巳辛丑丙申,3532
1996,39,乙巳,丙子,,,丙子乙巳辛丑丙申,3532
1997,40,乙巳,丁丑,地支金局,,丙子乙巳辛丑丙申,3532
1998,41,乙巳,戊寅,,,丙子乙巳辛丑丙申,3532
1999,42,丙午,己卯,,,丙子乙巳辛丑丙申,3532
2000,43,丙午,庚辰,,,丙子乙巳辛丑丙申,3532
2001,44,丙午,辛巳,天干化水,,丙子乙巳辛丑丙申,3532
