西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1970,8,辛亥,庚戌,,,戊子丙戌庚戌壬寅,99
1971,9,辛亥,辛亥,,,戊子丙戌庚戌壬寅,99
1972,10,辛亥,壬子,,,戊子丙戌庚戌壬寅,99
1973,11,辛亥,癸丑,,,戊子丙戌庚戌壬寅,99
1974,12,辛亥,甲寅,地支合木,,戊子丙戌庚戌壬寅,99
1975,13,辛亥,乙卯,地支木局,,戊子丙戌庚戌壬寅,99
1976,14,辛亥,丙辰,天干化水,,戊子丙戌庚戌壬寅,99
1977,15,辛亥,丁巳,,,戊子丙戌庚戌壬寅,99
1978,16,辛亥,戊午,,,戊子丙戌庚戌壬寅,99
1979,17,辛亥,己未,地支木局,,戊子丙戌庚戌壬寅,99
1980,18,壬子,庚申,地支水局,,戊子丙戌庚戌壬寅,99
1981,19,壬子,辛酉,,,戊子丙戌庚戌壬寅,99
1982,20,壬子,壬戌,,,戊子丙戌庚戌壬寅,99
1983,21,壬子,癸亥,,,戊子丙戌庚戌壬寅,99
1984,22,壬子,甲子,,,戊子丙戌庚戌壬寅,99
1985,23,壬子,乙丑,地支土局,,戊子丙戌庚戌壬寅,99
1986,24,壬子,丙寅,,,戊子丙戌庚戌壬寅,99
1987,25,壬子,丁卯,天干化木,,戊子丙戌庚戌壬寅,99
1988,26,壬子,戊辰,地支水局,,戊子丙戌庚戌壬寅,99
1989,27,壬子,己巳,,,戊子丙戌庚戌壬寅,99
1990,28,癸丑,庚午,,,戊子丙戌庚戌壬寅,99
1991,29,癸丑,辛未,地支土局,,戊子丙戌庚戌壬寅,99
1992,30,癸丑,壬申,,,戊子丙戌庚戌壬寅,99
1993,31,癸丑,癸酉,地支金局,,戊子丙戌庚戌壬寅,99
1994,32,癸丑,甲戌,地支土局,,戊子丙戌庚戌壬寅,99
1995,33,癸丑,乙亥,,,戊子丙戌庚戌壬寅,99
1996,34,癸丑,丙子,地支土局,,戊子丙戌庚戌壬寅,99
1997,35,癸丑,丁丑,地支土局,,戊子丙戌庚戌壬寅,99
