西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1960,9,庚寅,庚子,,,丙子乙亥辛卯辛卯,3876
1961,10,庚寅,辛丑,,,丙子乙亥辛卯辛卯,3876
1962,11,庚寅,壬寅,,,丙子乙亥辛卯辛卯,3876
1963,12,庚寅,癸卯,,,丙子乙亥辛卯辛卯,3876
1964,13,庚寅,甲辰,,,丙子乙亥辛卯辛卯,3876
1965,14,庚寅,乙巳,天干化金,,丙子乙亥辛卯辛卯,3876
1966,15,庚寅,丙午,地支火局,,丙子乙亥辛卯辛卯,3876
1967,16,庚寅,丁未,,,丙子乙亥辛卯辛卯,3876
1968,17,庚寅,戊申,,,丙子乙亥辛卯辛卯,3876
1969,18,庚寅,己酉,,,丙子乙亥辛卯辛卯,3876
1970,19,己丑,庚戌,地支土局,,丙子乙亥辛卯辛卯,3876
1971,20,己丑,辛亥,,,丙子乙亥辛卯辛卯,3876
1972,21,己丑,壬子,地支土局,,丙子乙亥辛卯辛卯,3876
1973,22,己丑,癸丑,地支土局,,丙子乙亥辛卯辛卯,3876
1974,23,己丑,甲寅,天干化土,,丙子乙亥辛卯辛卯,3876
1975,24,己丑,乙卯,,,丙子乙亥辛卯辛卯,3876
1976,25,己丑,丙辰,地支土局,,丙子乙亥辛卯辛卯,3876
1977,26,己丑,丁巳,地支金局,,丙子乙亥辛卯辛卯,3876
1978,27,己丑,戊午,,,丙子乙亥辛卯辛卯,3876
1979,28,己丑,己未,地支土局,,丙子乙亥辛卯辛卯,3876
1980,29,戊子,庚申,地支水局,,丙子乙亥辛卯辛卯,3876
1981,30,戊子,辛酉,,,丙子乙亥辛卯辛卯,3876
1982,31,戊子,壬戌,,,丙子乙亥辛卯辛卯,3876
1983,32,戊子,癸亥,天干化火,,丙子乙亥辛卯辛卯,3876
1984,33,戊子,甲子,,,丙子乙亥辛卯辛卯,3876
1985,34,戊子,乙丑,地支土局,,丙子乙亥辛卯辛卯,3876
1986,35,戊子,丙寅,,,丙子乙亥辛卯辛卯,3876
1987,36,戊子,丁卯,,,丙子乙亥辛卯辛卯,3876
1988,37,戊子,戊辰,地支水局,,丙子乙亥辛卯辛卯,3876
1989,38,戊子,己巳,,,丙子乙亥辛卯辛卯,3876
1990,39,丁亥,庚午,,,丙子乙亥辛卯辛卯,3876
1991,40,丁亥,辛未,地支木局,,丙子乙亥辛卯辛卯,3876
1992,41,丁亥,壬申,天干化木,,丙子乙亥辛卯辛卯,3876
1993,42,丁亥,癸酉,,,丙子乙亥辛卯辛卯,3876
1994,43,丁亥,甲戌,,,丙子乙亥辛卯辛卯,3876
1995,44,丁亥,乙亥,,,丙子乙亥辛卯辛卯,3876
1996,45,丁亥,丙子,,,丙子乙亥辛卯辛卯,3876
1997,46,丁亥,丁丑,,,丙子乙亥辛卯辛卯,3876
1998,47,丁亥,戊寅,地支合木,,丙子乙亥辛卯辛卯,3876
1999,48,丁亥,己卯,地支木局,,丙子乙亥辛卯辛卯,3876
2000,49,丙戌,庚辰,大運火庫地支土局,,丙子乙亥辛卯辛卯,3876
2001,50,丙戌,辛巳,天干化水,,丙子乙亥辛卯辛卯,3876
2002,51,丙戌,壬午,地支火局,,丙子乙亥辛卯辛卯,3876
2003,52,丙戌,癸未,大運火庫地支土局,,丙子乙亥辛卯辛卯,3876
2004,53,丙戌,甲申,大運火庫,,丙子乙亥辛卯辛卯,3876
2005,54,丙戌,乙酉,大運火庫,,丙子乙亥辛卯辛卯,3876
2006,55,丙戌,丙戌,大運火庫地支土局,,丙子乙亥辛卯辛卯,3876
2007,56,丙戌,丁亥,大運火庫,,丙子乙亥辛卯辛卯,3876
2008,57,丙戌,戊子,大運火庫,,丙子乙亥辛卯辛卯,3876
2009,58,丙戌,己丑,大運火庫地支土局,,丙子乙亥辛卯辛卯,3876
2010,59,乙酉,庚寅,天干化金,,丙子乙亥辛卯辛卯,3876
2011,60,乙酉,辛卯,,,丙子乙亥辛卯辛卯,3876
2012,61,乙酉,壬辰,地支合金,,丙子乙亥辛卯辛卯,3876
2013,62,乙酉,癸巳,地支金局,,丙子乙亥辛卯辛卯,3876
2014,63,乙酉,甲午,,,丙子乙亥辛卯辛卯,3876
2015,64,乙酉,乙未,,,丙子乙亥辛卯辛卯,3876
2016,65,乙酉,丙申,,,丙子乙亥辛卯辛卯,3876
2017,66,乙酉,丁酉,,,丙子乙亥辛卯辛卯,3876
2018,67,乙酉,戊戌,,,丙子乙亥辛卯辛卯,3876
2019,68,乙酉,己亥,,,丙子乙亥辛卯辛卯,3876
