西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1947,3,甲子,丁亥,,,丙子庚辰乙丑癸未,2389
1948,4,甲子,戊子,,,丙子庚辰乙丑癸未,2389
1949,5,甲子,己丑,天干化土地支土局,,丙子庚辰乙丑癸未,2389
1950,6,甲子,庚寅,,,丙子庚辰乙丑癸未,2389
1951,7,甲子,辛卯,,,丙子庚辰乙丑癸未,2389
1952,8,甲子,壬辰,地支水局,,丙子庚辰乙丑癸未,2389
1953,9,甲子,癸巳,,,丙子庚辰乙丑癸未,2389
1954,10,甲子,甲午,,,丙子庚辰乙丑癸未,2389
1955,11,甲子,乙未,,,丙子庚辰乙丑癸未,2389
1956,12,甲子,丙申,地支水局,,丙子庚辰乙丑癸未,2389
1957,13,癸亥,丁酉,,,丙子庚辰乙丑癸未,2389
1958,14,癸亥,戊戌,天干化火,,丙子庚辰乙丑癸未,2389
1959,15,癸亥,己亥,,,丙子庚辰乙丑癸未,2389
1960,16,癸亥,庚子,,,丙子庚辰乙丑癸未,2389
1961,17,癸亥,辛丑,,,丙子庚辰乙丑癸未,2389
1962,18,癸亥,壬寅,地支合木,,丙子庚辰乙丑癸未,2389
1963,19,癸亥,癸卯,地支木局,,丙子庚辰乙丑癸未,2389
1964,20,癸亥,甲辰,,,丙子庚辰乙丑癸未,2389
1965,21,癸亥,乙巳,,,丙子庚辰乙丑癸未,2389
1966,22,癸亥,丙午,,,丙子庚辰乙丑癸未,2389
1967,23,壬戌,丁未,天干化木地支土局,,丙子庚辰乙丑癸未,2389
1968,24,壬戌,戊申,,,丙子庚辰乙丑癸未,2389
1969,25,壬戌,己酉,,,丙子庚辰乙丑癸未,2389
1970,26,壬戌,庚戌,地支土局,,丙子庚辰乙丑癸未,2389
1971,27,壬戌,辛亥,,,丙子庚辰乙丑癸未,2389
1972,28,壬戌,壬子,,,丙子庚辰乙丑癸未,2389
1973,29,壬戌,癸丑,地支土局,,丙子庚辰乙丑癸未,2389
1974,30,壬戌,甲寅,地支火局,,丙子庚辰乙丑癸未,2389
1975,31,壬戌,乙卯,地支合火,,丙子庚辰乙丑癸未,2389
1976,32,壬戌,丙辰,地支土局,,丙子庚辰乙丑癸未,2389
1977,33,辛酉,丁巳,地支金局,,丙子庚辰乙丑癸未,2389
1978,34,辛酉,戊午,,,丙子庚辰乙丑癸未,2389
1979,35,辛酉,己未,,,丙子庚辰乙丑癸未,2389
1980,36,辛酉,庚申,,,丙子庚辰乙丑癸未,2389
1981,37,辛酉,辛酉,,,丙子庚辰乙丑癸未,2389
1982,38,辛酉,壬戌,,,丙子庚辰乙丑癸未,2389
1983,39,辛酉,癸亥,,,丙子庚辰乙丑癸未,2389
1984,40,辛酉,甲子,,,丙子庚辰乙丑癸未,2389
1985,41,辛酉,乙丑,地支金局,,丙子庚辰乙丑癸未,2389
1986,42,辛酉,丙寅,天干化水,,丙子庚辰乙丑癸未,2389
1987,43,庚申,丁卯,,,丙子庚辰乙丑癸未,2389
1988,44,庚申,戊辰,地支水局,,丙子庚辰乙丑癸未,2389
1989,45,庚申,己巳,地支合水,,丙子庚辰乙丑癸未,2389
1990,46,庚申,庚午,,,丙子庚辰乙丑癸未,2389
1991,47,庚申,辛未,,,丙子庚辰乙丑癸未,2389
1992,48,庚申,壬申,,,丙子庚辰乙丑癸未,2389
1993,49,庚申,癸酉,,,丙子庚辰乙丑癸未,2389
1994,50,庚申,甲戌,,,丙子庚辰乙丑癸未,2389
1995,51,庚申,乙亥,天干化金,,丙子庚辰乙丑癸未,2389
1996,52,庚申,丙子,地支水局,,丙子庚辰乙丑癸未,2389
1997,53,己未,丁丑,地支土局,,丙子庚辰乙丑癸未,2389
1998,54,己未,戊寅,,,丙子庚辰乙丑癸未,2389
1999,55,己未,己卯,地支木局,,丙子庚辰乙丑癸未,2389
2000,56,己未,庚辰,地支土局,,丙子庚辰乙丑癸未,2389
2001,57,己未,辛巳,,,丙子庚辰乙丑癸未,2389
2002,58,己未,壬午,,,丙子庚辰乙丑癸未,2389
