西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1945,5,癸未,乙酉,,,丙子乙未壬午庚辰,2356
1946,6,癸未,丙戌,地支土局,,丙子乙未壬午庚辰,2356
1947,7,癸未,丁亥,地支木局,,丙子乙未壬午庚辰,2356
1948,8,癸未,戊子,天干化火,,丙子乙未壬午庚辰,2356
1949,9,癸未,己丑,地支土局,,丙子乙未壬午庚辰,2356
1950,10,癸未,庚寅,,,丙子乙未壬午庚辰,2356
1951,11,癸未,辛卯,地支木局,,丙子乙未壬午庚辰,2356
1952,12,癸未,壬辰,地支土局,,丙子乙未壬午庚辰,2356
1953,13,癸未,癸巳,,,丙子乙未壬午庚辰,2356
1954,14,癸未,甲午,,,丙子乙未壬午庚辰,2356
1955,15,甲申,乙未,,,丙子乙未壬午庚辰,2356
1956,16,甲申,丙申,,,丙子乙未壬午庚辰,2356
1957,17,甲申,丁酉,,,丙子乙未壬午庚辰,2356
1958,18,甲申,戊戌,,,丙子乙未壬午庚辰,2356
1959,19,甲申,己亥,天干化土,,丙子乙未壬午庚辰,2356
1960,20,甲申,庚子,地支水局,,丙子乙未壬午庚辰,2356
1961,21,甲申,辛丑,,,丙子乙未壬午庚辰,2356
1962,22,甲申,壬寅,,,丙子乙未壬午庚辰,2356
1963,23,甲申,癸卯,,,丙子乙未壬午庚辰,2356
1964,24,甲申,甲辰,地支水局,,丙子乙未壬午庚辰,2356
1965,25,乙酉,乙巳,地支金局,,丙子乙未壬午庚辰,2356
1966,26,乙酉,丙午,,,丙子乙未壬午庚辰,2356
1967,27,乙酉,丁未,,,丙子乙未壬午庚辰,2356
1968,28,乙酉,戊申,,,丙子乙未壬午庚辰,2356
1969,29,乙酉,己酉,,,丙子乙未壬午庚辰,2356
1970,30,乙酉,庚戌,天干化金,,丙子乙未壬午庚辰,2356
1971,31,乙酉,辛亥,,,丙子乙未壬午庚辰,2356
1972,32,乙酉,壬子,,,丙子乙未壬午庚辰,2356
1973,33,乙酉,癸丑,地支金局,,丙子乙未壬午庚辰,2356
1974,34,乙酉,甲寅,,,丙子乙未壬午庚辰,2356
1975,35,丙戌,乙卯,地支合火,,丙子乙未壬午庚辰,2356
1976,36,丙戌,丙辰,大運火庫地支土局,,丙子乙未壬午庚辰,2356
1977,37,丙戌,丁巳,大運火庫,,丙子乙未壬午庚辰,2356
1978,38,丙戌,戊午,地支火局,,丙子乙未壬午庚辰,2356
1979,39,丙戌,己未,大運火庫地支土局,,丙子乙未壬午庚辰,2356
1980,40,丙戌,庚申,大運火庫,,丙子乙未壬午庚辰,2356
1981,41,丙戌,辛酉,天干化水,,丙子乙未壬午庚辰,2356
1982,42,丙戌,壬戌,大運火庫地支土局,,丙子乙未壬午庚辰,2356
1983,43,丙戌,癸亥,大運火庫,,丙子乙未壬午庚辰,2356
1984,44,丙戌,甲子,大運火庫,,丙子乙未壬午庚辰,2356
1985,45,丁亥,乙丑,,,丙子乙未壬午庚辰,2356
1986,46,丁亥,丙寅,地支合木,,丙子乙未壬午庚辰,2356
1987,47,丁亥,丁卯,地支木局,,丙子乙未壬午庚辰,2356
1988,48,丁亥,戊辰,,,丙子乙未壬午庚辰,2356
1989,49,丁亥,己巳,,,丙子乙未壬午庚辰,2356
1990,50,丁亥,庚午,,,丙子乙未壬午庚辰,2356
1991,51,丁亥,辛未,地支木局,,丙子乙未壬午庚辰,2356
1992,52,丁亥,壬申,天干化木,,丙子乙未壬午庚辰,2356
1993,53,丁亥,癸酉,,,丙子乙未壬午庚辰,2356
1994,54,丁亥,甲戌,,,丙子乙未壬午庚辰,2356
1995,55,戊子,乙亥,,,丙子乙未壬午庚辰,2356
1996,56,戊子,丙子,,,丙子乙未壬午庚辰,2356
1997,57,戊子,丁丑,地支土局,,丙子乙未壬午庚辰,2356
1998,58,戊子,戊寅,,,丙子乙未壬午庚辰,2356
1999,59,戊子,己卯,,,丙子乙未壬午庚辰,2356
2000,60,戊子,庚辰,地支水局,,丙子乙未壬午庚辰,2356
2001,61,戊子,辛巳,,,丙子乙未壬午庚辰,2356
2002,62,戊子,壬午,,,丙子乙未壬午庚辰,2356
2003,63,戊子,癸未,天干化火,,丙子乙未壬午庚辰,2356
2004,64,戊子,甲申,地支水局,,丙子乙未壬午庚辰,2356
2005,65,己丑,乙酉,地支金局,,丙子乙未壬午庚辰,2356
2006,66,己丑,丙戌,地支土局,,丙子乙未壬午庚辰,2356
2007,67,己丑,丁亥,,,丙子乙未壬午庚辰,2356
2008,68,己丑,戊子,地支土局,,丙子乙未壬午庚辰,2356
2009,69,己丑,己丑,地支土局,,丙子乙未壬午庚辰,2356
2010,70,己丑,庚寅,,,丙子乙未壬午庚辰,2356
2011,71,己丑,辛卯,,,丙子乙未壬午庚辰,2356
2012,72,己丑,壬辰,地支土局,,丙子乙未壬午庚辰,2356
2013,73,己丑,癸巳,地支金局,,丙子乙未壬午庚辰,2356
2014,74,己丑,甲午,天干化土,,丙子乙未壬午庚辰,2356
2015,75,庚寅,乙未,天干化金,,丙子乙未壬午庚辰,2356
2016,76,庚寅,丙申,,,丙子乙未壬午庚辰,2356
2017,77,庚寅,丁酉,,,丙子乙未壬午庚辰,2356
