西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1959,3,丁酉,己亥,,,甲子己巳丙申丙申,965
1960,4,丁酉,庚子,,,甲子己巳丙申丙申,965
1961,5,丁酉,辛丑,地支金局,,甲子己巳丙申丙申,965
1962,6,丁酉,壬寅,天干化木,,甲子己巳丙申丙申,965
1963,7,丁酉,癸卯,,,甲子己巳丙申丙申,965
1964,8,丁酉,甲辰,地支合金,,甲子己巳丙申丙申,965
1965,9,丁酉,乙巳,地支金局,,甲子己巳丙申丙申,965
1966,10,丁酉,丙午,,,甲子己巳丙申丙申,965
1967,11,丁酉,丁未,,,甲子己巳丙申丙申,965
1968,12,丁酉,戊申,,,甲子己巳丙申丙申,965
1969,13,戊戌,己酉,,,甲子己巳丙申丙申,965
1970,14,戊戌,庚戌,地支土局,,甲子己巳丙申丙申,965
1971,15,戊戌,辛亥,,,甲子己巳丙申丙申,965
1972,16,戊戌,壬子,,,甲子己巳丙申丙申,965
1973,17,戊戌,癸丑,天干化火地支土局,,甲子己巳丙申丙申,965
1974,18,戊戌,甲寅,地支火局,,甲子己巳丙申丙申,965
1975,19,戊戌,乙卯,地支合火,,甲子己巳丙申丙申,965
1976,20,戊戌,丙辰,地支土局,,甲子己巳丙申丙申,965
1977,21,戊戌,丁巳,,,甲子己巳丙申丙申,965
1978,22,戊戌,戊午,地支火局,,甲子己巳丙申丙申,965
1979,23,己亥,己未,地支木局,,甲子己巳丙申丙申,965
1980,24,己亥,庚申,,,甲子己巳丙申丙申,965
1981,25,己亥,辛酉,,,甲子己巳丙申丙申,965
1982,26,己亥,壬戌,,,甲子己巳丙申丙申,965
1983,27,己亥,癸亥,,,甲子己巳丙申丙申,965
1984,28,己亥,甲子,天干化土,,甲子己巳丙申丙申,965
1985,29,己亥,乙丑,,,甲子己巳丙申丙申,965
1986,30,己亥,丙寅,地支合木,,甲子己巳丙申丙申,965
1987,31,己亥,丁卯,地支木局,,甲子己巳丙申丙申,965
1988,32,己亥,戊辰,,,甲子己巳丙申丙申,965
1989,33,庚子,己巳,,,甲子己巳丙申丙申,965
1990,34,庚子,庚午,,,甲子己巳丙申丙申,965
1991,35,庚子,辛未,,,甲子己巳丙申丙申,965
1992,36,庚子,壬申,地支水局,,甲子己巳丙申丙申,965
1993,37,庚子,癸酉,,,甲子己巳丙申丙申,965
1994,38,庚子,甲戌,,,甲子己巳丙申丙申,965
1995,39,庚子,乙亥,天干化金,,甲子己巳丙申丙申,965
1996,40,庚子,丙子,,,甲子己巳丙申丙申,965
1997,41,庚子,丁丑,地支土局,,甲子己巳丙申丙申,965
1998,42,庚子,戊寅,,,甲子己巳丙申丙申,965
1999,43,辛丑,己卯,大運金庫,,甲子己巳丙申丙申,965
2000,44,辛丑,庚辰,大運金庫地支土局,,甲子己巳丙申丙申,965
2001,45,辛丑,辛巳,地支金局,,甲子己巳丙申丙申,965
2002,46,辛丑,壬午,大運金庫,,甲子己巳丙申丙申,965
2003,47,辛丑,癸未,大運金庫地支土局,,甲子己巳丙申丙申,965
2004,48,辛丑,甲申,大運金庫,,甲子己巳丙申丙申,965
2005,49,辛丑,乙酉,地支金局,,甲子己巳丙申丙申,965
2006,50,辛丑,丙戌,天干化水地支土局,,甲子己巳丙申丙申,965
2007,51,辛丑,丁亥,大運金庫,,甲子己巳丙申丙申,965
2008,52,辛丑,戊子,大運金庫地支土局,,甲子己巳丙申丙申,965
2009,53,壬寅,己丑,,,甲子己巳丙申丙申,965
2010,54,壬寅,庚寅,,,甲子己巳丙申丙申,965
2011,55,壬寅,辛卯,,,甲子己巳丙申丙申,965
2012,56,壬寅,壬辰,,,甲子己巳丙申丙申,965
2013,57,壬寅,癸巳,,,甲子己巳丙申丙申,965
2014,58,壬寅,甲午,地支火局,,甲子己巳丙申丙申,965
2015,59,壬寅,乙未,,,甲子己巳丙申丙申,965
2016,60,壬寅,丙申,,,甲子己巳丙申丙申,965
2017,61,壬寅,丁酉,天干化木,,甲子己巳丙申丙申,965
2018,62,壬寅,戊戌,地支火局,,甲子己巳丙申丙申,965
