西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1973,3,甲申,癸丑,,,甲子己酉癸未庚戌,1298
1974,4,甲申,甲寅,,,甲子己酉癸未庚戌,1298
1975,5,甲申,乙卯,,,甲子己酉癸未庚戌,1298
1976,6,甲申,丙辰,地支水局,,甲子己酉癸未庚戌,1298
1977,7,甲申,丁巳,地支合水,,甲子己酉癸未庚戌,1298
1978,8,甲申,戊午,,,甲子己酉癸未庚戌,1298
1979,9,甲申,己未,天干化土,,甲子己酉癸未庚戌,1298
1980,10,甲申,庚申,,,甲子己酉癸未庚戌,1298
1981,11,甲申,辛酉,,,甲子己酉癸未庚戌,1298
1982,12,甲申,壬戌,,,甲子己酉癸未庚戌,1298
1983,13,乙酉,癸亥,,,甲子己酉癸未庚戌,1298
1984,14,乙酉,甲子,,,甲子己酉癸未庚戌,1298
1985,15,乙酉,乙丑,地支金局,,甲子己酉癸未庚戌,1298
1986,16,乙酉,丙寅,,,甲子己酉癸未庚戌,1298
1987,17,乙酉,丁卯,,,甲子己酉癸未庚戌,1298
1988,18,乙酉,戊辰,地支合金,,甲子己酉癸未庚戌,1298
1989,19,乙酉,己巳,地支金局,,甲子己酉癸未庚戌,1298
1990,20,乙酉,庚午,天干化金,,甲子己酉癸未庚戌,1298
1991,21,乙酉,辛未,,,甲子己酉癸未庚戌,1298
1992,22,乙酉,壬申,,,甲子己酉癸未庚戌,1298
1993,23,丙戌,癸酉,大運火庫,,甲子己酉癸未庚戌,1298
1994,24,丙戌,甲戌,大運火庫地支土局,,甲子己酉癸未庚戌,1298
1995,25,丙戌,乙亥,大運火庫,,甲子己酉癸未庚戌,1298
1996,26,丙戌,丙子,大運火庫,,甲子己酉癸未庚戌,1298
1997,27,丙戌,丁丑,大運火庫地支土局,,甲子己酉癸未庚戌,1298
1998,28,丙戌,戊寅,地支火局,,甲子己酉癸未庚戌,1298
1999,29,丙戌,己卯,地支合火,,甲子己酉癸未庚戌,1298
