西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1952,5,丙午,壬辰,,,庚子壬寅丁未丁亥,889
1953,6,丙午,癸巳,,,庚子壬寅丁未丁亥,889
1954,7,丙午,甲午,,,庚子壬寅丁未丁亥,889
1955,8,丙午,乙未,,,庚子壬寅丁未丁亥,889
1956,9,丙午,丙申,,,庚子壬寅丁未丁亥,889
1957,10,丙午,丁酉,,,庚子壬寅丁未丁亥,889
1958,11,丙午,戊戌,地支火局,,庚子壬寅丁未丁亥,889
1959,12,丙午,己亥,,,庚子壬寅丁未丁亥,889
1960,13,丙午,庚子,,,庚子壬寅丁未丁亥,889
1961,14,丙午,辛丑,天干化水,,庚子壬寅丁未丁亥,889
1962,15,乙巳,壬寅,,,庚子壬寅丁未丁亥,889
1963,16,乙巳,癸卯,,,庚子壬寅丁未丁亥,889
1964,17,乙巳,甲辰,,,庚子壬寅丁未丁亥,889
1965,18,乙巳,乙巳,,,庚子壬寅丁未丁亥,889
1966,19,乙巳,丙午,,,庚子壬寅丁未丁亥,889
1967,20,乙巳,丁未,,,庚子壬寅丁未丁亥,889
1968,21,乙巳,戊申,地支合水,,庚子壬寅丁未丁亥,889
1969,22,乙巳,己酉,地支金局,,庚子壬寅丁未丁亥,889
1970,23,乙巳,庚戌,天干化金,,庚子壬寅丁未丁亥,889
1971,24,乙巳,辛亥,,,庚子壬寅丁未丁亥,889
1972,25,甲辰,壬子,地支水局,,庚子壬寅丁未丁亥,889
1973,26,甲辰,癸丑,地支土局,,庚子壬寅丁未丁亥,889
1974,27,甲辰,甲寅,,,庚子壬寅丁未丁亥,889
1975,28,甲辰,乙卯,,,庚子壬寅丁未丁亥,889
1976,29,甲辰,丙辰,地支土局,,庚子壬寅丁未丁亥,889
1977,30,甲辰,丁巳,,,庚子壬寅丁未丁亥,889
1978,31,甲辰,戊午,,,庚子壬寅丁未丁亥,889
1979,32,甲辰,己未,天干化土地支土局,,庚子壬寅丁未丁亥,889
1980,33,甲辰,庚申,地支水局,,庚子壬寅丁未丁亥,889
1981,34,甲辰,辛酉,地支合金,,庚子壬寅丁未丁亥,889
1982,35,癸卯,壬戌,地支合火,,庚子壬寅丁未丁亥,889
1983,36,癸卯,癸亥,地支木局,,庚子壬寅丁未丁亥,889
1984,37,癸卯,甲子,,,庚子壬寅丁未丁亥,889
1985,38,癸卯,乙丑,,,庚子壬寅丁未丁亥,889
1986,39,癸卯,丙寅,,,庚子壬寅丁未丁亥,889
1987,40,癸卯,丁卯,,,庚子壬寅丁未丁亥,889
1988,41,癸卯,戊辰,天干化火,,庚子壬寅丁未丁亥,889
1989,42,癸卯,己巳,,,庚子壬寅丁未丁亥,889
1990,43,癸卯,庚午,,,庚子壬寅丁未丁亥,889
1991,44,癸卯,辛未,地支木局,,庚子壬寅丁未丁亥,889
1992,45,壬寅,壬申,,,庚子壬寅丁未丁亥,889
1993,46,壬寅,癸酉,,,庚子壬寅丁未丁亥,889
1994,47,壬寅,甲戌,地支火局,,庚子壬寅丁未丁亥,889
1995,48,壬寅,乙亥,地支合木,,庚子壬寅丁未丁亥,889
1996,49,壬寅,丙子,,,庚子壬寅丁未丁亥,889
1997,50,壬寅,丁丑,天干化木,,庚子壬寅丁未丁亥,889
1998,51,壬寅,戊寅,,,庚子壬寅丁未丁亥,889
1999,52,壬寅,己卯,,,庚子壬寅丁未丁亥,889
2000,53,壬寅,庚辰,,,庚子壬寅丁未丁亥,889
2001,54,壬寅,辛巳,,,庚子壬寅丁未丁亥,889
2002,55,辛丑,壬午,大運金庫,,庚子壬寅丁未丁亥,889
