西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1963,3,丁亥,癸卯,地支木局,,戊子辛卯丙戌庚子,3895
1964,4,丁亥,甲辰,,,戊子辛卯丙戌庚子,3895
1965,5,丁亥,乙巳,,,戊子辛卯丙戌庚子,3895
1966,6,丁亥,丙午,,,戊子辛卯丙戌庚子,3895
1967,7,丁亥,丁未,地支木局,,戊子辛卯丙戌庚子,3895
1968,8,丁亥,戊申,,,戊子辛卯丙戌庚子,3895
1969,9,丁亥,己酉,,,戊子辛卯丙戌庚子,3895
1970,10,丁亥,庚戌,,,戊子辛卯丙戌庚子,3895
1971,11,丁亥,辛亥,,,戊子辛卯丙戌庚子,3895
1972,12,丁亥,壬子,天干化木,,戊子辛卯丙戌庚子,3895
1973,13,戊子,癸丑,天干化火地支土局,,戊子辛卯丙戌庚子,3895
1974,14,戊子,甲寅,,,戊子辛卯丙戌庚子,3895
1975,15,戊子,乙卯,,,戊子辛卯丙戌庚子,3895
1976,16,戊子,丙辰,地支水局,,戊子辛卯丙戌庚子,3895
1977,17,戊子,丁巳,,,戊子辛卯丙戌庚子,3895
1978,18,戊子,戊午,,,戊子辛卯丙戌庚子,3895
1979,19,戊子,己未,,,戊子辛卯丙戌庚子,3895
1980,20,戊子,庚申,地支水局,,戊子辛卯丙戌庚子,3895
1981,21,戊子,辛酉,,,戊子辛卯丙戌庚子,3895
1982,22,戊子,壬戌,,,戊子辛卯丙戌庚子,3895
1983,23,己丑,癸亥,,,戊子辛卯丙戌庚子,3895
1984,24,己丑,甲子,天干化土地支土局,,戊子辛卯丙戌庚子,3895
1985,25,己丑,乙丑,地支土局,,戊子辛卯丙戌庚子,3895
1986,26,己丑,丙寅,,,戊子辛卯丙戌庚子,3895
1987,27,己丑,丁卯,,,戊子辛卯丙戌庚子,3895
1988,28,己丑,戊辰,地支土局,,戊子辛卯丙戌庚子,3895
1989,29,己丑,己巳,地支金局,,戊子辛卯丙戌庚子,3895
1990,30,己丑,庚午,,,戊子辛卯丙戌庚子,3895
1991,31,己丑,辛未,地支土局,,戊子辛卯丙戌庚子,3895
1992,32,己丑,壬申,,,戊子辛卯丙戌庚子,3895
1993,33,庚寅,癸酉,,,戊子辛卯丙戌庚子,3895
1994,34,庚寅,甲戌,地支火局,,戊子辛卯丙戌庚子,3895
1995,35,庚寅,乙亥,天干化金地支合木,,戊子辛卯丙戌庚子,3895
1996,36,庚寅,丙子,,,戊子辛卯丙戌庚子,3895
1997,37,庚寅,丁丑,,,戊子辛卯丙戌庚子,3895
1998,38,庚寅,戊寅,,,戊子辛卯丙戌庚子,3895
1999,39,庚寅,己卯,,,戊子辛卯丙戌庚子,3895
2000,40,庚寅,庚辰,,,戊子辛卯丙戌庚子,3895
2001,41,庚寅,辛巳,,,戊子辛卯丙戌庚子,3895
