西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 )
1938,2,戊戌,戊寅,地支火局,
1939,3,戊戌,己卯,地支合火,
1940,4,戊戌,庚辰,地支土局,
1941,5,戊戌,辛巳,,
1942,6,戊戌,壬午,地支火局,
1943,7,戊戌,癸未,天干化火地支土局,
1944,8,戊戌,甲申,,
1945,9,戊戌,乙酉,,
1946,10,戊戌,丙戌,地支土局,
1947,11,戊戌,丁亥,,
1948,12,己亥,戊子,,
1949,13,己亥,己丑,,
1950,14,己亥,庚寅,地支合木,
1951,15,己亥,辛卯,地支木局,
1952,16,己亥,壬辰,,
1953,17,己亥,癸巳,,
1954,18,己亥,甲午,天干化土,
1955,19,己亥,乙未,地支木局,
1956,20,己亥,丙申,,
1957,21,己亥,丁酉,,
1958,22,庚子,戊戌,,
1959,23,庚子,己亥,,
1960,24,庚子,庚子,,
1961,25,庚子,辛丑,地支土局,
1962,26,庚子,壬寅,,
1963,27,庚子,癸卯,,
1964,28,庚子,甲辰,地支水局,
1965,29,庚子,乙巳,天干化金,
1966,30,庚子,丙午,,
1967,31,庚子,丁未,,
1968,32,辛丑,戊申,大運金庫,
1969,33,辛丑,己酉,地支金局,
1970,34,辛丑,庚戌,大運金庫地支土局,
1971,35,辛丑,辛亥,大運金庫,
1972,36,辛丑,壬子,大運金庫地支土局,
1973,37,辛丑,癸丑,大運金庫地支土局,
1974,38,辛丑,甲寅,大運金庫,
1975,39,辛丑,乙卯,大運金庫,
1976,40,辛丑,丙辰,天干化水地支土局,
1977,41,辛丑,丁巳,地支金局,
1978,42,壬寅,戊午,地支火局,
1979,43,壬寅,己未,,
1980,44,壬寅,庚申,,
1981,45,壬寅,辛酉,,
1982,46,壬寅,壬戌,地支火局,
1983,47,壬寅,癸亥,地支合木,
1984,48,壬寅,甲子,,
1985,49,壬寅,乙丑,,
1986,50,壬寅,丙寅,,
1987,51,壬寅,丁卯,天干化木,
1988,52,癸卯,戊辰,天干化火,
1989,53,癸卯,己巳,,
1990,54,癸卯,庚午,,
1991,55,癸卯,辛未,地支木局,
1992,56,癸卯,壬申,,
1993,57,癸卯,癸酉,,
1994,58,癸卯,甲戌,地支合火,
1995,59,癸卯,乙亥,地支木局,
1996,60,癸卯,丙子,,
1997,61,癸卯,丁丑,,
1998,62,甲辰,戊寅,,
1999,63,甲辰,己卯,天干化土,
2000,64,甲辰,庚辰,地支土局,
2001,65,甲辰,辛巳,,
2002,66,甲辰,壬午,,
2003,67,甲辰,癸未,地支土局,
2004,68,甲辰,甲申,地支水局,
2005,69,甲辰,乙酉,地支合金,
2006,70,甲辰,丙戌,地支土局,
2007,71,甲辰,丁亥,,
2008,72,乙巳,戊子,,
2009,73,乙巳,己丑,地支金局,
2010,74,乙巳,庚寅,天干化金,
2011,75,乙巳,辛卯,,
2012,76,乙巳,壬辰,,
2013,77,乙巳,癸巳,,
2014,78,乙巳,甲午,,
2015,79,乙巳,乙未,,
2016,80,乙巳,丙申,地支合水,
2017,81,乙巳,丁酉,地支金局,
