西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 )
1936,0,丁酉,丙子,,
1937,1,丁酉,丁丑,地支金局,
1938,2,丁酉,戊寅,,
1939,3,丁酉,己卯,,
1940,4,丁酉,庚辰,地支合金,
1941,5,丁酉,辛巳,地支金局,
1942,6,丁酉,壬午,天干化木,
1943,7,丁酉,癸未,,
1944,8,丁酉,甲申,,
1945,9,丁酉,乙酉,,
1946,10,戊戌,丙戌,地支土局,
1947,11,戊戌,丁亥,,
1948,12,戊戌,戊子,,
1949,13,戊戌,己丑,地支土局,
1950,14,戊戌,庚寅,地支火局,
1951,15,戊戌,辛卯,地支合火,
1952,16,戊戌,壬辰,地支土局,
1953,17,戊戌,癸巳,天干化火,
1954,18,戊戌,甲午,地支火局,
1955,19,戊戌,乙未,地支土局,
1956,20,己亥,丙申,,
1957,21,己亥,丁酉,,
1958,22,己亥,戊戌,,
1959,23,己亥,己亥,,
1960,24,己亥,庚子,,
1961,25,己亥,辛丑,,
1962,26,己亥,壬寅,地支合木,
1963,27,己亥,癸卯,地支木局,
1964,28,己亥,甲辰,天干化土,
1965,29,己亥,乙巳,,
1966,30,庚子,丙午,,
1967,31,庚子,丁未,,
1968,32,庚子,戊申,地支水局,
1969,33,庚子,己酉,,
1970,34,庚子,庚戌,,
1971,35,庚子,辛亥,,
1972,36,庚子,壬子,,
1973,37,庚子,癸丑,地支土局,
1974,38,庚子,甲寅,,
1975,39,庚子,乙卯,天干化金,
1976,40,辛丑,丙辰,天干化水地支土局,
1977,41,辛丑,丁巳,地支金局,
1978,42,辛丑,戊午,大運金庫,
1979,43,辛丑,己未,大運金庫地支土局,
1980,44,辛丑,庚申,大運金庫,
1981,45,辛丑,辛酉,地支金局,
1982,46,辛丑,壬戌,大運金庫地支土局,
1983,47,辛丑,癸亥,大運金庫,
1984,48,辛丑,甲子,大運金庫地支土局,
1985,49,辛丑,乙丑,大運金庫地支土局,
1986,50,壬寅,丙寅,,
1987,51,壬寅,丁卯,天干化木,
1988,52,壬寅,戊辰,,
1989,53,壬寅,己巳,,
1990,54,壬寅,庚午,地支火局,
1991,55,壬寅,辛未,,
1992,56,壬寅,壬申,,
1993,57,壬寅,癸酉,,
1994,58,壬寅,甲戌,地支火局,
1995,59,壬寅,乙亥,地支合木,
1996,60,癸卯,丙子,,
1997,61,癸卯,丁丑,,
1998,62,癸卯,戊寅,天干化火,
1999,63,癸卯,己卯,,
2000,64,癸卯,庚辰,,
2001,65,癸卯,辛巳,,
2002,66,癸卯,壬午,,
2003,67,癸卯,癸未,地支木局,
2004,68,癸卯,甲申,,
2005,69,癸卯,乙酉,,
2006,70,甲辰,丙戌,地支土局,
2007,71,甲辰,丁亥,,
2008,72,甲辰,戊子,地支水局,
2009,73,甲辰,己丑,天干化土地支土局,
2010,74,甲辰,庚寅,,
2011,75,甲辰,辛卯,,
2012,76,甲辰,壬辰,地支土局,
2013,77,甲辰,癸巳,,
2014,78,甲辰,甲午,,
2015,79,甲辰,乙未,地支土局,
